ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
UVIX,LONG,0.7940234523809524,7.940234523809524,3.25,6.2051,price_validation_failed,"not_extended, pullback_to_support, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.3,POSITIVE,pullback_to_support,178367.23,5.62,6.0,5.0,6.38,11.35,255254.0,134714.0,0.528,256476.0,56929.0,76563.0,41.9,1.378,0.0,0.2,1.0,1.4,0.38,0.27,104962810320.13188,3,1.0,99.0,0.00164,0.0,16492.851045875086,0.0,7.331695,2,0,0.272995,0.0,,,,,
IVZ,LONG,0.756570346006232,7.56570346006232,4.74,6.4449,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,6.2,NEUTRAL,ema_pullback,,,30.0,23.0,20.92,7.3,160956.0,5922.0,0.037,123037.0,6.0,43835.0,71.9,0.424,0.0,0.64,0.9,1.2,1.64,0.36,5518865031698.04,9,0.7,99.0,0.000405,2.5e-05,397830.72516264615,4.342993750780757e-08,211.828862,0,2,0.487465,0.543647,242.365789,,,,
KWEB,LONG,0.7181306689084991,7.181306689084991,5.49,6.1577,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,4.6,POSITIVE,trend_continuation,109732185.82,30.43,33.0,28.0,8.37,8.05,2678759.0,886049.0,0.331,1549739.0,814092.0,1200977.0,79.1,0.343,0.0,0.41,1.0,1.4,1.78,0.9,1.1435987417868518,10,1.0,2.4248687273241436,0.000199,9.5e-05,106281.5931199019,65744.7505852312,1326.879084,3,0,0.550854,0.354768,0.175773,,,,
AVTX,LONG,0.7062395,7.062395,4.78,5.9852,price_validation_failed,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned",5.1,NEUTRAL,pullback_to_support,,,30.0,10.0,107.9,30.7,36811.0,33082.0,0.899,42099.0,24914.0,2880.0,98.8,4.827,0.0,0.91,1.0,1.4,1.21,0.26,8.533924980902128,17,1.0,1.1190930102269443,0.004215,0.002756,1.0861309044983272e-06,1.3864938514271448e-06,4.725771,0,1,0.187353,0.744566,0.811291,,,,
USO,LONG,0.6552774540712138,6.5527745407121385,5.72,6.2324,price_validation_failed,"not_extended, retest_and_confirm, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.2,NEGATIVE,retest_and_confirm,-10953199.47,,130.0,100.0,12.03,13.82,779763.0,1191977.0,1.529,1060953.0,193660.0,717127.0,81.6,0.657,1.93,0.62,1.0,1.4,0.49,0.28,0.5250149182037722,2,1.0,99.0,0.000125,0.0,60919.37393431205,0.0,4.697599,1,0,0.207925,0.0,,,,,
YPF,LONG,0.6475052690312854,6.475052690312854,5.51,6.2105,price_validation_failed,"not_extended, retest_and_confirm, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.6,NEUTRAL,retest_and_confirm,,,50.0,40.0,23.18,1.45,140416.0,57176.0,0.407,112717.0,0.0,84875.0,61.9,0.488,1.8,0.55,1.0,1.4,0.48,0.28,811989893137678.9,5,1.0,99.0,9.7e-05,0.0,12.35285791995687,0.0,2.911707,2,0,0.0,0.0,,,,,
USAR,LONG,0.6389684004009687,6.389684004009687,6.87,5.8958,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,3.2,POSITIVE,trend_continuation,18962882.87,19.96,20.0,15.0,0.25,24.81,356613.0,146737.0,0.411,250040.0,127614.0,125696.0,29.9,1.008,1.7,0.44,1.0,1.4,1.66,0.68,4494.881856345983,5,1.0,99.0,0.000103,1.1e-05,13933.607094986768,6.199651685432332,2.717762,2,0,0.006115,0.0,0.179794,,,,
TSEM,LONG,0.6373449285714285,6.373449285714285,6.15,5.4717,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",2.2,NEUTRAL,trend_continuation,,,230.0,200.0,1.57,11.68,87556.0,73574.0,0.84,103511.0,26743.0,30876.0,97.9,0.92,2.71,0.0,0.0,1.4,1.95,0.09,1393622.0040577864,7,1.0,99.0,0.000252,2.8e-05,20.1037480674494,3.463909069816722e-05,186.585831,0,0,0.342829,0.478095,0.440824,,,,
LCID,LONG,0.6087811279054257,6.087811279054257,2.05,4.8189,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.8,NEGATIVE,unknown,-396854.4,,12.0,5.0,64.38,31.51,245759.0,307677.0,1.252,332727.0,5315.0,215394.0,87.4,0.981,0.0,0.0,1.0,0.0,0.05,1.0,27.98931842935839,4,1.0,56.07464124686591,0.000174,2.2e-05,2697.15787545556,144.29826828038642,3.239116,0,0,0.038063,0.0,0.665159,,,,
SPXS,LONG,0.5925,5.925000000000001,0.0,3.555,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,361996826231.3775,5,1.0,8.589248043676026e-09,0.000167,0.000546,0.0001492868677047894,4345.166973455385,9.609756,1,4,0.0,0.000628,7.409777,,,,
U,LONG,0.5858675858434723,5.858675858434723,6.25,5.6843,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",4.4,POSITIVE,trend_continuation,7668725.61,25.82,40.0,20.0,54.32,22.84,465504.0,226094.0,0.486,304808.0,106494.0,280296.0,77.4,0.827,2.0,0.0,1.0,1.4,1.7,0.15,3.9448783430008496,4,1.0,3.0194477469800103,8.9e-05,1.4e-05,4096.92239454707,1356.8449391597283,9.033226,0,0,0.285288,0.076833,12.077364,,,,
