ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,bearish_vol_oi,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,entry_price,stop_price,target_1,rr_ratio
BTU,LONG,0.4998657484180619,4.998657484180619,2.76,4.7273,watchlist_reeval_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.0,NEUTRAL,bounce_and_fail,,,45.0,5.0,83.82,79.58,83667.0,64441.0,0.77,25313.0,27247.0,95548.0,24.8,0.567,1,1.0,99.0,0.000316,0.0,40756.04942982325,0.0,10.859914,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,6e-06,0.0,0.437035,0.0,0.0,0.0,,,0.0,0.21,1.0,1.0,0.41,0.14,False,default,2.5,False,1.0,0.4998657484180619,0.4998657484180619,n/a,2026-05-05,2026-05-05,,,,
AS,LONG,0.4807047925294022,4.807047925294022,5.93,5.5225,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,6.7,NEUTRAL,support_ema_confluence,,,40.0,30.0,9.94,17.55,33788.0,21665.0,0.641,13638.0,29217.0,12598.0,66.6,0.533,1,1.0,99.0,2e-05,0.0,3.1608183276818322,0.0,40.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.071483,0.0,0.0,0.0,,,1.54,0.85,0.25,1.6,1.43,0.25,False,sustained_trend,5.0,False,1.0,0.4807047925294022,0.4807047925294022,n/a,2026-05-05,2026-05-05,,,,
LMND,LONG,0.35926677613817265,3.5926677613817266,3.52,3.9723,watchlist_reeval_failed,"not_extended, pullback_to_support, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.6,NEUTRAL,pullback_to_support,,,75.0,50.0,38.44,7.71,87061.0,57088.0,0.656,36167.0,29899.0,78083.0,10.1,0.679,1,1.0,99.0,0.000247,0.0,2.5336217268546443e-20,0.0,2.852608,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.102082,0.0,0.0,0.0,,,0.0,0.43,1.0,1.4,0.58,0.11,False,default,2.5,False,1.0,0.35926677613817265,0.35926677613817265,n/a,2026-05-05,2026-05-05,,,,
AR,LONG,0.3280371639959735,3.2803716399597347,3.02,3.9862,watchlist_reeval_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.2,NEGATIVE,bounce_and_fail,-6802452.38,36.27,40.0,33.0,10.31,8.99,85069.0,210779.0,2.478,138675.0,102698.0,54475.0,25.1,0.39,1,1.0,99.0,2.6e-05,0.0,4.4153219197479606e-10,0.0,29500.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.032448,0.0,0.0,0.0,,,0.0,0.42,1.0,1.0,0.3,0.3,False,default,2.5,False,1.0,0.3280371639959735,0.3280371639959735,n/a,2026-05-05,2026-05-05,,,,
LCID,LONG,0.3249646430188598,3.249646430188598,1.98,3.7988,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",7.9,NEGATIVE,unknown,-218324.62,,10.0,5.0,65.43,17.29,325991.0,343733.0,1.054,289669.0,115486.0,264569.0,41.7,0.86,1,1.0,99.0,0.000257,0.0,2.476294727632261e-13,0.0,82.306931,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.16589,0.0,0.0,0.0,,,0.0,0.31,1.0,0.0,0.62,0.05,False,default,2.5,False,1.0,0.3249646430188598,0.3249646430188598,n/a,2026-05-05,2026-05-05,,,,
HUT,LONG,0.2844518067144007,2.8445180671440067,6.69,3.7093,watchlist_reeval_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,1.4,POSITIVE,unknown,177417.78,99.03,100.0,40.0,0.98,59.61,164163.0,92794.0,0.565,88863.0,69665.0,98429.0,1.5,0.887,1,1.0,99.0,0.000152,0.0,1.5615119303004937e-21,0.0,2.684549,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.459926,0.0,0.0,0.0,,,2.31,0.02,1.0,1.2,1.32,0.83,False,consolidation_break,3.0,False,1.0,0.2844518067144007,0.2844518067144007,n/a,2026-05-05,2026-05-05,,,,
FISV,LONG,0.28328318325460194,2.8328318325460193,3.04,3.9884,watchlist_reeval_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",8.3,NEGATIVE,bounce_and_fail,-6323786.1,,70.0,40.0,22.42,30.05,207446.0,123994.0,0.598,105296.0,74077.0,152067.0,25.9,0.41,1,1.0,99.0,9e-06,0.0,6.3391280167607726e-27,0.0,119.010417,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.001157,0.0,0.0,0.0,,,0.0,0.48,1.0,1.0,0.36,0.2,False,default,2.5,False,1.0,0.28328318325460194,0.28328318325460194,n/a,2026-05-05,2026-05-05,,,,
AG,LONG,0.17481812449449144,1.7481812449449143,5.35,3.8791,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,7.0,POSITIVE,support_ema_confluence,8823833.99,21.57,25.0,10.0,15.85,53.66,659809.0,361785.0,0.548,131435.0,294464.0,595695.0,48.5,0.784,2,0.7,99.0,7.1e-05,3.6e-05,16520.661956586293,0.16291334713524128,1.646121,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.497205,0.037847,0.0,0.0,,310.285714,0.0,0.72,1.0,1.6,1.26,0.77,False,consolidation_break,3.0,False,1.0,0.17481812449449144,0.17481812449449144,n/a,2026-05-05,2026-05-05,,,,
HTZ,SHORT,0.5377706639918038,5.377706639918038,3.91,5.5819,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",8.6,NEGATIVE,trend_continuation,-145429.08,,9.0,5.0,44.93,19.48,378945.0,650772.0,1.717,146444.0,464921.0,418352.0,28.4,0.803,1,1.0,0.0,0.0,0.000328,0.0,371559.50262356387,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.000527,0.0,0.0,,7.533232,0.0,0.92,0.57,1.4,0.83,0.2,False,default,2.5,False,1.0,0.5377706639918038,0.5377706639918038,n/a,2026-05-05,2026-05-05,,,,
FN,SHORT,0.5304329273957671,5.304329273957671,5.8,5.2722,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, resistance_ema_confluence, room_to_target",trend_aligned,4.4,NEUTRAL,resistance_ema_confluence,,,1040.0,610.0,66.18,2.53,6157.0,11469.0,1.863,8393.0,4643.0,4590.0,79.6,0.795,3,1.0,99.0,2.2e-05,0.000219,3.765021617221084e-12,2.4218571116805114e-25,4.6875,0,0,0.0,0.292166,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.247044,0.471274,0.0,0.0,,51.613636,0.0,0.69,1.0,1.6,1.86,0.65,False,default,2.5,False,1.0,0.5304329273957671,0.5304329273957671,n/a,2026-05-05,2026-05-05,,,,
CDNS,SHORT,0.5114994530821066,5.1149945308210665,1.39,4.5145,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",7.7,NEUTRAL,unknown,,,380.0,300.0,6.39,16.0,84018.0,72074.0,0.858,28104.0,68101.0,59887.0,45.9,0.414,2,1.0,99.0,3e-06,0.000164,0.0005256330869048475,4.467546749737328e-07,21.551724,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.026704,0.209118,0.0,0.0,,10.699911,0.0,0.01,1.0,0.0,0.39,0.0,False,default,2.5,False,1.0,0.5114994530821066,0.5114994530821066,n/a,2026-05-05,2026-05-05,,,,
SMMT,SHORT,0.5084202605678523,5.084202605678523,4.98,5.0961,watchlist_reeval_failed,"momentum_aligned, not_extended, pullback_to_resistance, room_to_target, trend_aligned",confirmation_volume,5.3,NEUTRAL,pullback_to_resistance,,,26.0,15.0,50.9,12.94,106089.0,48809.0,0.46,59704.0,67287.0,27907.0,100.0,1.661,2,1.0,0.03139437198383587,7.6e-05,0.000152,8.54595575058212e-11,2.7221298629519344e-09,21.771014,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.381442,0.157717,0.0,0.0,,6.218905,2.17,0.41,0.37,1.4,0.63,0.0,False,default,2.5,False,1.0,0.5084202605678523,0.5084202605678523,n/a,2026-05-05,2026-05-05,,,,
HPQ,SHORT,0.40033825638513504,4.003382563851351,3.94,3.8437,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",3.3,POSITIVE,bounce_and_fail,4296330.72,20.98,23.0,18.0,9.63,14.2,182494.0,172157.0,0.943,136250.0,64202.0,154199.0,99.4,0.58,1,1.0,0.0,0.0,3.4e-05,0.0,1.4153991957819237e-21,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.253984,0.0,0.0,,10.056381,0.0,0.63,1.0,1.0,1.08,0.23,False,default,2.5,False,1.0,0.40033825638513504,0.40033825638513504,n/a,2026-05-05,2026-05-05,,,,
NTR,SHORT,0.35271082863975034,3.527108286397503,5.66,4.9216,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,7.3,NEUTRAL,retest_and_confirm,,,80.0,61.0,15.99,11.56,58641.0,53756.0,0.917,31704.0,35609.0,45084.0,53.2,0.336,2,1.0,0.0,0.0,4.7e-05,0.0,2.048248910856134e-11,,0,0,0.0,1e-06,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.485572,0.0,0.0,,1.418813,0.0,0.38,1.0,1.4,1.88,1.0,False,consolidation_break,3.0,False,1.0,0.35271082863975034,0.35271082863975034,n/a,2026-05-05,2026-05-05,,,,
EXPE,SHORT,0.3118555138844442,3.1185551388444424,4.67,4.1403,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,5.9,NEUTRAL,trend_continuation,,,290.0,230.0,15.99,8.01,29115.0,34335.0,1.179,15916.0,19532.0,28002.0,84.4,0.608,1,0.7,0.0,0.0,2.2e-05,0.0,9.077461367303253e-17,1.366516,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.414665,0.0,0.0,,42.0,0.0,0.93,0.92,1.4,1.07,0.36,False,default,2.5,False,1.0,0.3118555138844442,0.3118555138844442,n/a,2026-05-05,2026-05-05,,,,
MO,SHORT,0.2706513249070054,2.7065132490700536,5.38,3.9673,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.0,POSITIVE,trend_continuation,15472495.57,69.09,70.0,67.5,1.3,2.32,175615.0,144704.0,0.824,87188.0,88752.0,144379.0,51.4,0.213,1,0.7,0.0,0.0,4e-06,0.0,3.943980024104148e-29,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.466527,0.0,0.0,,4.50774,0.0,0.93,1.0,1.4,1.96,0.08,False,consolidation_break,3.0,False,1.0,0.2706513249070054,0.2706513249070054,n/a,2026-05-05,2026-05-05,,,,
AMAT,SHORT,0.2565154322924071,2.5651543229240708,3.76,3.6706,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.3,NEGATIVE,bounce_and_fail,-1896035.11,,490.0,240.0,19.67,41.39,177189.0,180880.0,1.021,118541.0,90458.0,149070.0,92.3,0.612,1,1.0,0.0,0.0,4e-06,0.0,35844.19146532149,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.665508,0.0,0.0,,9.238095,0.0,0.65,1.0,1.0,0.99,0.12,False,default,2.5,False,1.0,0.2565154322924071,0.2565154322924071,n/a,2026-05-05,2026-05-05,,,,
SLV,SHORT,0.23850054691789335,2.3850054691789335,3.94,3.3345,watchlist_reeval_failed,"confirmation_volume, not_extended, retest_and_confirm, room_to_target","momentum_aligned, trend_aligned",4.8,POSITIVE,retest_and_confirm,90799.64,72.06,100.0,70.0,38.79,2.85,5234917.0,2846169.0,0.544,1612826.0,3104792.0,3363468.0,51.7,0.507,1,1.0,0.0,0.0,1.1e-05,0.0,3.7812371449370628,2.782372,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.185745,0.0,0.0,,62.802632,0.0,0.51,0.79,1.4,0.52,0.71,False,default,2.5,False,1.0,0.23850054691789335,0.23850054691789335,n/a,2026-05-05,2026-05-05,,,,
MPC,SHORT,0.2107620534602611,2.107620534602611,4.6,3.5338,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.5,NEUTRAL,bounce_and_fail,,,250.0,160.0,3.98,33.45,50233.0,28914.0,0.576,19090.0,28619.0,31438.0,76.3,0.39,1,1.0,0.0,0.0,4e-06,0.0,2.629980933160844,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.238718,0.0,0.0,,1.653333,0.0,0.86,1.0,1.0,1.55,0.19,False,default,2.5,False,1.0,0.2107620534602611,0.2107620534602611,n/a,2026-05-05,2026-05-05,,,,
ACN,LONG,0.30929813043552634,3.0929813043552636,4.33,4.1055,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.3,NEUTRAL,bounce_and_fail,,,200.0,170.0,10.88,5.75,108685.0,64513.0,0.594,41479.0,45597.0,86122.0,78.1,0.445,2,0.7,2.763122024691153,9e-06,3e-06,975764.4304140141,353138.3781442225,15.894737,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,1e-06,0.502418,0.490491,0.0,0.0,,7.578947,0.0,0.78,1.0,1.0,1.32,0.23,False,default,2.5,False,1.0,0.30929813043552634,0.30929813043552634,n/a,2026-05-06,2026-05-06,,,,
HUM,LONG,0.22786460984816914,2.2786460984816914,7.01,3.7223,"wall_proximity (1.1%, 0.3 ATR)","momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,2.4,NEUTRAL,trend_continuation,,,250.0,230.0,1.06,7.03,66471.0,61190.0,0.921,40898.0,24107.0,62656.0,0.8,0.347,1,1.0,99.0,1e-05,0.0,259109.59233206822,0.0,1.757303,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.332468,0.0,0.0,0.0,,,2.59,0.44,1.0,1.4,1.57,0.0,False,sustained_trend,5.0,False,1.0,0.22786460984816914,0.22786460984816914,n/a,2026-05-06,2026-05-06,,,,
FCX,LONG,0.12818813585274152,1.2818813585274151,3.67,2.8619,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",5.6,POSITIVE,unknown,8754486.39,60.66,70.0,50.0,15.44,17.55,702271.0,633971.0,0.903,265340.0,431587.0,639315.0,64.0,0.484,2,0.7,1.410243008552376e-14,1.9e-05,3e-06,3.2404756267249883e-10,22978.136442253017,1.107675,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.381911,0.461931,0.0,0.0,,1.108315,0.0,0.95,1.0,0.0,1.46,0.26,False,default,2.5,False,1.0,0.12818813585274152,0.12818813585274152,n/a,2026-05-06,2026-05-06,,,,
DOW,SHORT,0.33668051943406085,3.3668051943406088,4.96,4.3914,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.1,POSITIVE,ema_rally,4646028.71,37.42,40.0,30.0,6.89,19.83,335595.0,318277.0,0.948,124269.0,185411.0,344192.0,39.1,0.47,1,1.0,0.0,0.0,1.6e-05,0.0,428922.5776104449,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,3e-06,0.0,0.171755,0.0,0.0,,151.471429,0.0,0.68,1.0,1.2,1.76,0.32,False,default,2.5,False,1.0,0.33668051943406085,0.33668051943406085,n/a,2026-05-06,2026-05-06,,,,
HL,SHORT,0.2602894406295756,2.602894406295756,6.36,4.2094,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, volume_capitulation_reversal",none,5.0,POSITIVE,unknown,3393212.36,18.29,25.0,10.0,36.65,45.34,521948.0,272484.0,0.522,90738.0,217721.0,485973.0,15.0,0.651,1,1.0,0.0,0.0,3.6e-05,0.0,3.083287861992911e-26,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.391839,0.0,0.0,,11.510504,1.61,0.97,0.61,1.4,1.06,0.7,False,default,2.5,False,1.0,0.2602894406295756,0.2602894406295756,n/a,2026-05-06,2026-05-06,,,,
PONY,LONG,0.7068794727671293,7.068794727671293,4.1,5.9244,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",5.8,NEUTRAL,trend_continuation,,,12.5,7.5,30.14,21.92,105882.0,15171.0,0.143,80219.0,11100.0,29734.0,84.7,0.976,2,1.0,99.0,0.000381,0.0,213067.93432097597,0.0,10.776119,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.8e-05,0.0,0.184409,0.0,0.0,0.0,,,0.0,0.58,1.0,1.4,0.26,0.86,False,default,2.5,False,1.0,0.7068794727671293,0.7068794727671293,n/a,2026-05-06,2026-05-06,,,,
MRVL,LONG,0.3918448372719099,3.918448372719099,5.69,4.4662,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",4.0,POSITIVE,trend_continuation,17811860.79,159.4,180.0,75.0,12.95,52.94,616416.0,803496.0,1.303,378417.0,472362.0,569133.0,97.5,0.847,10,1.0,2.163333281915401,4.3e-05,2e-05,46080.25305055139,14200.38648560344,13.36178,3,1,0.41228,0.637549,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.654919,0.118098,0.0,0.0,,15.880033,2.75,0.79,0.59,1.4,0.03,0.12,False,sustained_trend,5.0,False,1.0,0.3918448372719099,0.3918448372719099,n/a,2026-05-06,2026-05-06,,,,
FXI,LONG,0.39097321019010506,3.9097321019010507,6.26,4.8929,watchlist_reeval_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.3,POSITIVE,ema_pullback,1796152.44,37.24,40.0,36.0,7.4,3.34,2161301.0,2322441.0,1.075,935001.0,1987140.0,1561601.0,26.3,0.223,1,1.0,99.0,0.000254,0.0,4.9493559140442746e-14,0.0,4.633136,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.448939,0.0,0.0,0.0,,,1.56,0.59,1.0,1.2,1.38,0.53,False,default,2.5,False,1.0,0.39097321019010506,0.39097321019010506,n/a,2026-05-06,2026-05-06,,,,
SEDG,LONG,0.3066479009804503,3.066479009804503,3.22,3.7192,watchlist_reeval_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",6.1,NEUTRAL,ema_pullback,,,70.0,35.0,83.32,8.34,118670.0,90680.0,0.764,66440.0,50316.0,92594.0,20.4,0.837,1,1.0,99.0,0.000135,0.0,1247.8713829930657,0.0,63.217391,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.234701,0.0,0.0,0.0,,,0.0,0.54,1.0,1.2,0.11,0.37,False,default,2.5,False,1.0,0.3066479009804503,0.3066479009804503,n/a,2026-05-06,2026-05-06,,,,
CELH,LONG,0.26543122659913493,2.6543122659913494,5.76,4.3352,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal",trend_aligned,6.4,POSITIVE,unknown,5703267.22,34.48,60.0,30.0,73.69,13.16,401505.0,166654.0,0.415,126806.0,171273.0,270080.0,58.9,0.601,1,1.0,99.0,8.4e-05,0.0,5.77392654574455e-31,0.0,2.60574,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.037806,0.0,0.0,0.0,,,0.0,0.95,1.0,1.4,1.42,1.0,False,consolidation_break,3.0,False,1.0,0.26543122659913493,0.26543122659913493,n/a,2026-05-06,2026-05-06,,,,
JPM,LONG,0.2596810575831645,2.596810575831645,4.9,4.2284,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",7.3,NEGATIVE,ema_pullback,-102404962.34,,320.0,250.0,4.24,18.56,336996.0,354736.0,1.053,161733.0,208708.0,321291.0,48.5,0.244,1,1.0,99.0,1e-06,0.0,4.8432196361577e-30,0.0,29.352941,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.518483,0.0,0.0,0.0,,,1.61,0.88,1.0,1.2,0.1,0.1,False,default,2.5,False,1.0,0.2596810575831645,0.2596810575831645,n/a,2026-05-06,2026-05-06,,,,
LLY,LONG,0.25479220966924265,2.5479220966924263,6.12,3.79,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,3.4,POSITIVE,support_ema_confluence,7111387.51,976.7,1000.0,800.0,2.39,18.09,172975.0,175367.0,1.014,100829.0,89671.0,157842.0,24.8,0.318,2,1.0,3.4314921382741162e-12,1e-06,0.0,5.208571120635773e-13,0.15178735403588733,5.826087,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.532349,0.58744,0.0,0.0,,6.25,1.81,0.46,1.0,1.6,1.25,0.0,False,default,2.5,False,1.0,0.25479220966924265,0.25479220966924265,n/a,2026-05-06,2026-05-06,,,,
HIMS,LONG,0.2437187361060609,2.437187361060609,5.23,3.7276,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",4.7,POSITIVE,ema_pullback,444396.98,25.64,30.0,20.0,17.03,21.98,673716.0,457612.0,0.679,420122.0,211729.0,499477.0,69.2,0.982,1,0.7,99.0,8.7e-05,0.0,18375.539967791716,0.0,2.726562,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.343049,0.0,0.0,0.0,,,1.98,0.88,1.0,1.2,0.16,0.0,False,default,2.5,False,1.0,0.2437187361060609,0.2437187361060609,n/a,2026-05-06,2026-05-06,,,,
VG,LONG,0.17806082725119268,1.7806082725119268,3.35,2.8153,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.6,POSITIVE,ema_pullback,1434720.3,11.64,12.5,7.5,7.3,35.62,520636.0,326591.0,0.627,225616.0,117577.0,504034.0,78.7,0.898,1,1.0,99.0,6.7e-05,0.0,1.0635583202802644e-21,0.0,1.140794,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.497685,0.0,0.0,0.0,,,0.0,0.54,1.0,1.2,0.37,0.24,False,default,2.5,False,1.0,0.17806082725119268,0.17806082725119268,n/a,2026-05-06,2026-05-06,,,,
ARKG,SHORT,0.6814994530821066,6.814994530821066,4.23,5.4565,watchlist_reeval_failed,"momentum_aligned, not_extended, pullback_to_resistance, room_to_target","confirmation_volume, trend_aligned",3.9,NEUTRAL,pullback_to_resistance,,,48.0,30.0,58.89,0.7,116709.0,77164.0,0.661,12430.0,128414.0,53029.0,19.2,0.429,1,1.0,0.0,0.0,0.001118,0.0,1303826.7013868236,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.000563,0.0,0.593726,0.0,0.0,,14.028972,0.0,0.8,0.66,1.4,1.06,0.3,False,default,2.5,False,1.0,0.6814994530821066,0.6814994530821066,n/a,2026-05-06,2026-05-06,,,,
TLN,SHORT,0.3903637019110333,3.903637019110333,4.33,4.4708,watchlist_reeval_failed,"momentum_aligned, not_extended, pullback_to_resistance, room_to_target","confirmation_volume, trend_aligned",6.1,NEUTRAL,pullback_to_resistance,,,430.0,260.0,10.68,33.08,41385.0,28681.0,0.693,18586.0,13533.0,37947.0,28.0,0.532,2,1.0,0.0,0.0,4.7e-05,0.0,96712.7838186172,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,9e-06,0.0,0.772291,0.0,0.0,,6.429739,0.0,0.46,1.0,1.4,1.16,0.32,False,default,2.5,False,1.0,0.3903637019110333,0.3903637019110333,n/a,2026-05-06,2026-05-06,,,,
SPY,SHORT,0.375,3.75,2.65,3.93,watchlist_reeval_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",6.3,POSITIVE,bounce_and_fail,3312557825.47,731.48,800.0,600.0,9.37,17.97,5691649.0,13574410.0,2.385,8540100.0,5341550.0,5384409.0,48.5,0.147,2,1.0,0.39471563362528683,0.0,0.0,205433.99734278975,520460.7566616255,2.187692,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.368595,0.311615,0.0,0.0,,7.640749,0.0,0.0,1.0,1.0,0.44,0.21,True,default,2.5,False,1.0,0.375,0.375,n/a,2026-05-06,2026-05-06,,,,
