ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio,bullish_score_z_shadow,bearish_score_z_shadow
NUAI,LONG,0.4625,4.625,3.8,4.2925,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.2,POSITIVE,trend_continuation,246925.5,4.62,5.0,2.5,7.41,46.29,184176.0,56081.0,0.304,124179.0,2102.0,113976.0,7.8,1.259,0.0,0.93,0.3,1.4,0.85,0.32,1,1.0,99.0,0.000399,0.0,19132.72380571758,0.0,0.226657,,1,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STNE,LONG,0.45339945310648666,4.533994531064867,6.13,5.186,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.4,NEUTRAL,trend_continuation,,,20.0,12.0,33.33,20.0,78014.0,90199.0,1.156,9816.0,70310.0,88087.0,85.8,0.576,1.62,0.66,1.0,1.4,0.86,0.59,2,1.0,0.8788145430294105,4.9e-05,3.1e-05,6.151394770536775e-30,6.999650630873677e-30,38.904762,89.119048,1,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,LONG,0.3906480644157723,3.9064806441577233,5.29,5.3202,watchlist_reeval_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,8.9,NEGATIVE,ema_pullback,-16480683.25,247.68,400.0,220.0,61.45,11.2,291865.0,203384.0,0.697,88822.0,118320.0,288107.0,58.1,0.425,0.0,0.79,1.0,1.2,1.37,0.93,18,1.0,3.8329655323933305,1.7e-05,5e-06,6786.668261143977,4603.573220225769,0.414559,0.163153,1,2,0.440722,0.16005,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.819711,0.0,0.0,,,,,,
SEI,SHORT,0.7554913744686688,7.554913744686687,2.72,6.0135,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",7.1,NEUTRAL,unknown,,,75.0,60.0,14.07,8.75,14655.0,17927.0,1.223,18974.0,1816.0,11792.0,48.3,0.929,0.0,0.48,1.0,0.0,0.98,0.25,7,1.0,0.00010213561676440089,4.5e-05,0.000755,20.838467737626427,153020.5749799439,5.404584,35.571289,0,0,7e-06,0.08424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTWO,SHORT,0.6591666666666667,6.591666666666667,3.18,5.2698,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.1,NEUTRAL,ema_rally,,,290.0,180.0,35.61,15.83,71530.0,62139.0,0.869,15974.0,49492.0,68203.0,100.0,0.474,0.0,0.26,1.0,1.2,0.59,0.13,9,1.0,8.297436825421562e-12,2e-05,0.000284,2.704434520449616e-07,16296.806937799212,39.182662,9.708077,0,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EWI,SHORT,0.6000000000000001,6.000000000000001,3.12,5.116,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, room_to_target","confirmation_volume, not_extended, trend_aligned",5.9,NEUTRAL,bounce_and_fail,,,60.0,52.0,2.83,10.88,1344.0,6655.0,4.952,69.0,7590.0,340.0,92.5,0.316,0.0,0.0,1.0,1.0,1.12,0.0,1,1.0,0.0,0.0,0.000318,0.0,42906.06932058575,,592.285714,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPQ,SHORT,0.5805846810623791,5.805846810623791,2.6,4.4629,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",3.9,POSITIVE,ema_rally,559683.43,19.98,20.0,18.0,0.03,9.98,140246.0,159702.0,1.139,111101.0,54427.0,134420.0,79.2,0.454,0.0,0.4,0.89,1.2,0.06,0.06,10,1.0,0.1874588223346963,2.8e-05,7.1e-05,35.62398806871223,285.0545065713773,3.763966,3.823282,0,0,0.611641,0.350719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAX,SHORT,0.5532305259434824,5.532305259434825,1.93,4.3052,watchlist_reeval_failed,"ema_rally, not_extended","confirmation_volume, momentum_aligned, room_to_target, trend_aligned",4.8,NEUTRAL,ema_rally,,,20.0,17.5,6.44,6.87,59465.0,40436.0,0.68,27350.0,11934.0,60617.0,96.2,0.588,0.0,0.15,0.0,1.2,0.46,0.11,2,1.0,0.0,0.0,7.1e-05,0.0,47318.322329437884,,23.022574,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSAT,SHORT,0.5373571598339604,5.373571598339604,4.22,4.8728,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal",trend_aligned,4.6,NEUTRAL,unknown,,,90.0,60.0,12.71,24.86,64525.0,37820.0,0.586,41654.0,14189.0,46502.0,0.5,0.15,0.0,0.11,1.0,1.4,0.93,0.78,3,1.0,99.0,7e-06,7.8e-05,192.44640413957745,0.1308136978903812,1.144263,7.709447,0,0,1.9e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EOSE,SHORT,0.47370950446240295,4.73709504462403,6.21,4.9915,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, shooting_star_at_resistance, trend_aligned",none,3.8,POSITIVE,unknown,2006512.51,7.01,10.0,5.5,42.76,21.48,1031786.0,366789.0,0.355,276882.0,153710.0,967983.0,77.9,1.229,2.06,0.37,1.0,1.2,0.9,0.68,2,1.0,0.2624852978650618,3.1e-05,8.8e-05,11249.245675998305,42856.66956395138,0.20878,0.390922,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSCO,LONG,0.5973581348682141,5.973581348682141,6.16,6.0348,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,6.0,NEUTRAL,support_ema_confluence,,,55.0,50.0,1.39,7.83,14538.0,9277.0,0.638,3189.0,6401.0,14225.0,45.3,0.651,1.69,0.26,1.0,1.6,1.61,0.0,4,1.0,99.0,8.8e-05,0.0,5.041102980744422,0.0,11.366577,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROX,LONG,0.5829850615348807,5.829850615348807,7.5,5.8049,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,3.2,NEUTRAL,trend_continuation,,,110.0,85.0,0.52,22.32,22278.0,23152.0,1.039,9225.0,17302.0,18903.0,85.3,0.643,2.79,0.0,1.0,1.4,1.96,0.35,7,1.0,99.0,8.8e-05,8e-06,1889.6988869101615,11.088582100933575,1.482671,0.678445,4,0,1e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYFT,LONG,0.5684518065185522,5.684518065185522,4.46,5.1603,watchlist_reeval_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,4.9,POSITIVE,ema_pullback,596158.35,14.28,15.0,12.0,5.04,15.97,349088.0,205718.0,0.589,80704.0,168260.0,305842.0,84.2,0.786,0.0,0.65,1.0,1.2,0.83,0.78,7,1.0,99.0,0.000107,5.5e-05,3945.3044291147207,2.7261801661544837e-05,1.233696,0.241976,1,0,0.491179,0.001652,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBIS,LONG,0.39999131795184617,3.9999131795184617,5.13,4.459,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, trend_aligned, trend_continuation","not_extended, room_to_target",4.6,POSITIVE,trend_continuation,16783335.58,159.05,200.0,10.0,25.77,93.71,371310.0,302623.0,0.815,202683.0,132486.0,338764.0,66.6,0.941,2.38,0.0,0.19,1.4,0.68,0.47,7,1.0,3.9215212063301905,3.2e-05,1.7e-05,40587.17760344257,25874.638608307163,0.927909,1.190474,1,0,0.49019,0.067573,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1e-06,0.0,0.478637,0.28083,0.0,0.0,,,,,0.6362860878710958,0.6052144744037568
HUBS,LONG,0.3715169082861874,3.7151690828618738,4.66,4.4356,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.9,NEUTRAL,trend_continuation,,,300.0,190.0,34.44,14.86,15612.0,11034.0,0.707,3142.0,9349.0,14155.0,94.9,0.886,0.0,0.83,1.0,1.4,1.31,0.12,3,1.0,99.0,2.4e-05,5e-06,2965.1525798258267,19.066251527700544,2.010161,6.454545,1,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOT,LONG,0.3663107787014866,3.663107787014866,5.94,4.9936,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.9,NEGATIVE,trend_continuation,-6162886.45,534.95,600.0,350.0,12.2,34.55,67023.0,64002.0,0.955,31151.0,42792.0,57082.0,98.6,0.593,1.68,0.24,1.0,1.4,1.53,0.1,17,1.0,12.886334212709489,1.7e-05,2e-06,9132.029700877489,1700.7840181957938,0.373502,0.98946,1,3,0.070174,0.433177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MU,LONG,0.3617139828586425,3.6171398285864247,5.28,4.2726,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.4,POSITIVE,trend_continuation,127558570.81,443.3,500.0,300.0,12.63,32.42,1131871.0,1255538.0,1.109,728247.0,621770.0,1037392.0,65.4,0.696,1.97,0.51,0.23,1.4,0.83,0.34,13,1.0,37.184277456787676,1.6e-05,0.0,102727.133995764,9208.832426119214,0.445204,0.349223,4,3,0.683548,0.605581,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.071032,0.352143,0.0,0.0,,,,,0.581751508390585,0.5055445051856932
DPST,SHORT,0.4425,4.425,1.73,4.0715,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.7,NEUTRAL,unknown,,,155.0,65.0,25.45,47.39,17998.0,10293.0,0.572,7597.0,6428.0,14266.0,38.1,0.766,0.0,0.0,1.0,0.0,0.33,0.4,2,1.0,99.0,6.7e-05,0.000194,0.00014794812323829385,8.257918134750956e-08,57.0,,0,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDOG,SHORT,0.28415539366718895,2.8415539366718896,2.98,3.5348,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.1,NEGATIVE,ema_rally,-6213845.78,,130.0,75.0,2.65,40.78,115197.0,121026.0,1.051,82265.0,68435.0,85523.0,94.4,0.761,0.0,0.46,1.0,1.2,0.21,0.1,7,1.0,0.7142099739149396,4e-06,9e-06,3929.8556773288255,2200.9525606523443,0.165327,0.145162,0,1,0.001472,0.245998,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.103003,0.0,0.0,0.0,,,,,0.5815912091580266,0.3266757171056233
TE,LONG,0.484058718272251,4.84058718272251,4.48,5.4243,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",8.3,NEUTRAL,trend_continuation,,,7.0,3.0,40.56,39.76,133673.0,28886.0,0.216,29827.0,59988.0,72744.0,35.7,1.215,0.0,0.76,1.0,1.4,1.19,0.13,2,1.0,99.0,7.8e-05,0.0,3802.901641195029,0.0,3.184172,,0,0,0.427726,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QQQ,SHORT,0.27869709844373286,2.7869709844373287,2.77,3.7445,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",7.6,NEGATIVE,bounce_and_fail,-5230633.23,,650.0,600.0,0.77,6.98,3693464.0,5656301.0,1.531,3751716.0,2325914.0,3272135.0,66.6,0.209,0.0,0.0,1.0,1.0,0.33,0.44,4,1.0,0.23484087630157627,1e-06,2e-06,221349.30942722416,314183.3921947123,0.035318,2.193649,0,0,0.0,0.30428,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.35259,0.0,0.0,0.0,,,,,0.588282937964239,0.4381188514560893
OGN,LONG,0.6586518837513776,6.586518837513776,6.17,6.1443,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",5.0,NEUTRAL,trend_continuation,,,10.0,5.0,6.89,46.55,85916.0,47246.0,0.55,43368.0,26240.0,63554.0,98.8,1.161,2.94,0.0,0.22,1.4,1.45,0.16,6,1.0,99.0,0.000149,1.8e-05,1403.7639137530523,0.0028712635713409457,8.875528,162.220339,2,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BULL,LONG,0.45755855385871935,4.575585538587194,7.36,5.5958,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,5.5,POSITIVE,trend_continuation,3135319.56,6.72,10.0,5.0,48.61,25.69,875083.0,121894.0,0.139,231392.0,191557.0,574028.0,59.6,0.804,2.26,0.0,1.0,1.4,1.7,1.0,3,1.0,99.0,8.4e-05,0.0,3432.318638618957,0.0,0.531202,,0,0,0.476849,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLT,LONG,0.44356330567428526,4.435633056742852,4.57,4.3488,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",3.8,POSITIVE,ema_pullback,694320008.7,86.87,90.0,85.0,3.58,2.18,4580224.0,2682602.0,0.586,1774829.0,1548746.0,3939251.0,15.7,0.103,0.0,0.98,1.0,1.2,1.33,0.06,4,1.0,1.9816039540242913,2e-05,1.2e-05,406564.6751580711,205169.49127620042,4.30939,0.070837,0,1,0.240546,0.168021,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1e-06,0.0,0.461059,0.0,0.0,,,,,,
ROKU,LONG,0.3491094235551687,3.491094235551687,5.48,4.1895,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.0,NEUTRAL,trend_continuation,,,120.0,30.0,3.61,74.1,65832.0,62880.0,0.955,41479.0,29395.0,57838.0,76.8,0.683,2.01,0.0,0.0,1.4,1.84,0.22,4,1.0,0.009031427468920373,6e-06,3e-06,8.724395039262735,2898.0119928834433,1.693914,0.061785,2,0,0.493776,0.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.459017,0.287721,0.0,0.0,,,,,0.4328738531599878,0.6133431166161348
GOOGL,LONG,0.34832048068147325,3.4832048068147325,6.03,4.7306,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",5.9,NEGATIVE,trend_continuation,-20719153.66,338.49,350.0,250.0,3.42,26.13,1480620.0,1205965.0,0.815,623942.0,621984.0,1440659.0,64.9,0.36,2.49,0.0,0.33,1.4,1.58,0.23,14,1.0,1.1225235960129512,2e-06,0.0,31500.801779164347,37416.64690886481,0.142287,0.043434,2,2,0.749347,0.610973,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.383266,0.0,0.0,0.0,,,,,0.29466780063439973,0.33093946391314955
DIA,LONG,0.3189176600381052,3.1891766003810518,6.77,4.5256,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.5,NEGATIVE,trend_continuation,-22106542.16,,500.0,420.0,1.27,14.93,176391.0,337396.0,1.913,94858.0,172734.0,246195.0,79.5,0.161,2.11,0.21,1.0,1.4,1.56,0.49,2,1.0,2.909232923956273,0.0,0.0,629.6045916118093,216.4160134540236,2.672515,4.0,1,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOXL,LONG,0.3073576808308999,3.0735768083089994,6.08,4.2408,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.4,POSITIVE,trend_continuation,6750837.57,94.09,100.0,20.0,6.16,78.77,479743.0,457669.0,0.954,397157.0,52313.0,487942.0,69.4,1.125,2.67,0.0,0.0,1.4,1.68,0.33,3,1.0,0.6353590958097788,2.2e-05,4e-06,14647.268277890233,46107.054654571286,0.657923,26.5,1,1,0.39068,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.40172,0.0,0.0,,,,,,
ERAS,SHORT,0.5576434027289965,5.576434027289965,1.3,4.3182,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.7,NEUTRAL,unknown,,,22.5,15.0,10.4,26.4,78319.0,17545.0,0.224,6013.0,34903.0,54948.0,78.8,1.643,0.0,0.0,1.0,0.0,0.02,0.28,5,1.0,3.4964471859320874,3.3e-05,6.3e-05,14665.834886963174,1048.6240823235498,3.153132,4.338669,0,1,0.0,0.016768,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,SHORT,0.29518614,2.9518614,1.6,3.2959,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.7,NEGATIVE,unknown,-99289749.47,272.52,300.0,200.0,10.0,26.67,2511765.0,1739699.0,0.693,1065325.0,1183226.0,2002913.0,90.6,0.292,0.0,0.0,1.0,0.0,0.18,0.42,14,1.0,0.14402058739876622,0.0,1e-06,73646.35028917312,511359.879995907,0.667698,0.669769,1,2,0.541279,0.081807,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.532687,0.346708,0.0,0.0,,,,,0.5366595492108168,0.47240431249339737
DAL,SHORT,0.2763677374687078,2.763677374687078,3.84,3.6338,watchlist_reeval_failed,"momentum_aligned, not_extended, pullback_to_resistance, room_to_target","confirmation_volume, trend_aligned",5.5,POSITIVE,pullback_to_resistance,9709643.98,71.91,80.0,65.0,11.28,9.58,255993.0,268870.0,1.05,186023.0,150737.0,188103.0,30.4,0.417,0.0,0.39,1.0,1.4,0.9,0.15,7,1.0,0.1438448133418314,3e-06,1e-05,1458.6228855085512,7605.190195712657,0.191401,0.198223,0,0,0.071555,0.451852,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.73576,0.0,0.0,,,,,0.2942998137380819,0.45376024594257514
SNOW,SHORT,0.26547580349503674,2.654758034950367,6.0,4.3274,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended, room_to_target, trend_aligned",momentum_aligned,6.0,NEGATIVE,ema_rally,-7561165.68,,220.0,140.0,48.75,5.34,277102.0,222036.0,0.801,110276.0,106470.0,282392.0,90.1,0.655,2.02,0.95,1.0,1.2,0.39,0.44,8,1.0,0.06247177350291752,7e-06,1.2e-05,5244.603415734887,139919.28198553962,0.380111,0.345761,0,1,0.719612,0.013762,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.385339,0.271894,0.0,0.0,,,,,0.6176665095820028,0.5800169207722695
KOD,LONG,0.6291241988575452,6.291241988575452,5.44,5.8776,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",5.5,NEUTRAL,bounce_and_fail,,,48.0,35.0,5.26,23.25,6240.0,4755.0,0.762,957.0,2097.0,7941.0,8.4,0.936,2.66,0.08,0.0,1.0,1.7,0.0,4,1.0,41.08568262295988,8e-05,2.5e-05,48144.28480701871,1171.801993624764,7.299678,24.390244,1,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKE,LONG,0.5000818543049248,5.000818543049248,4.33,4.8994,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.5,POSITIVE,bounce_and_fail,12118164.79,46.08,50.0,42.5,8.58,7.71,1053078.0,747677.0,0.71,444249.0,409297.0,947209.0,33.0,0.328,0.0,0.6,1.0,1.0,1.62,0.11,20,1.0,1.3012209934455525,3.2e-05,1e-05,1587.6576667646518,2265.954138668332,1.212569,0.522655,2,0,0.581263,0.343394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUN,LONG,0.42786181080636054,4.278618108063606,5.4,4.6193,watchlist_reeval_failed,"confirmation_volume, engulfing_at_support, momentum_aligned, not_extended, room_to_target",trend_aligned,4.3,POSITIVE,unknown,2282707.66,8.09,10.0,5.0,23.61,38.2,453689.0,188572.0,0.416,264937.0,144160.0,233164.0,84.4,1.031,0.0,0.13,1.0,1.6,1.75,0.92,3,1.0,99.0,7e-05,0.0,2431.4850581385126,0.0,0.675036,,0,0,0.366983,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPXU,LONG,0.36833333333333335,3.6833333333333336,3.06,3.9797,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",6.1,NEUTRAL,bounce_and_fail,,,65.0,44.0,47.68,0.03,32657.0,21044.0,0.644,30666.0,17486.0,5549.0,69.6,0.49,0.0,0.0,1.0,1.0,0.37,0.69,3,1.0,1.7364639339728242e-11,0.0,0.0,8.67481978054737e-17,9.991361882996794e-06,66.141667,,2,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COHR,LONG,0.3570424930716674,3.570424930716674,5.64,4.1972,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, trend_aligned, trend_continuation","not_extended, room_to_target",3.6,NEUTRAL,trend_continuation,,,350.0,300.0,2.15,12.44,69625.0,64483.0,0.926,49596.0,36965.0,47547.0,93.8,0.961,2.11,0.0,0.0,1.4,1.76,0.36,8,1.0,61.57438742595356,2.7e-05,3e-06,30362.193974427628,1479.293351197676,0.732656,4.602972,1,0,0.003213,2e-06,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.418657,0.172794,0.0,0.0,,,,,0.642221199185485,0.694488631748467
DASH,SHORT,0.5916630751796357,5.916630751796356,1.42,4.4243,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.2,NEUTRAL,unknown,,,210.0,140.0,12.17,25.22,102124.0,49595.0,0.486,28623.0,45936.0,77160.0,90.6,0.642,0.0,0.0,1.0,0.0,0.1,0.32,19,1.0,0.26925849076380076,7e-06,2.6e-05,29939.91386950301,80868.32378959237,0.53291,3.048769,0,4,0.696225,0.21926,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,SHORT,0.5352955952495093,5.352955952495093,5.23,5.8255,watchlist_reeval_failed,"bounce_and_fail, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",7.9,NEUTRAL,bounce_and_fail,,,145.0,115.0,15.44,8.45,39846.0,44205.0,1.109,14798.0,31446.0,37807.0,40.3,0.331,1.94,0.79,1.0,1.0,0.34,0.16,5,1.0,99.0,2.5e-05,7.7e-05,26281.08457510356,1.6485038540368935e-12,0.959232,4.862237,0,0,0.005554,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QBTS,SHORT,0.4300886286468066,4.3008862864680655,2.22,3.5564,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",3.7,POSITIVE,unknown,1626632.03,21.51,30.0,5.0,39.37,76.77,279870.0,195446.0,0.698,132129.0,88261.0,254926.0,75.4,1.07,0.0,0.0,1.0,0.0,0.27,0.96,2,1.0,0.26385332972599795,9e-06,3.2e-05,47140.3476973902,178661.1817495111,2.049689,1.753676,0,0,0.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.041043,0.0,0.0,,,,,0.3248371133098492,0.4821498517100328
MGA,SHORT,0.3070801644854342,3.070801644854342,1.31,2.9284,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.0,NEUTRAL,unknown,,,75.0,55.0,21.06,11.23,9973.0,5903.0,0.592,375.0,8683.0,6818.0,96.4,0.432,0.0,0.0,1.0,0.0,0.02,0.29,2,1.0,0.0,0.0,8e-06,0.0,1562.2369619018455,,1.987097,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSLR,SHORT,0.3013679563715148,3.013679563715148,5.98,4.7208,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,7.1,NEGATIVE,trend_continuation,-2879911.18,,410.0,180.0,112.82,6.57,296290.0,196958.0,0.665,40238.0,76086.0,376924.0,77.4,0.613,1.56,0.79,0.25,1.4,1.55,0.43,4,1.0,7.051962149788959,3e-06,1.9e-05,50073.009996115696,2366.859460886084,3.411765,0.476914,1,1,0.0,0.410635,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.428113,0.601909,0.0,0.0,,,,,0.6197726615097231,0.5258467005084594
BNO,LONG,0.5580309111548247,5.580309111548248,6.61,6.0532,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,6.4,NEUTRAL,retest_and_confirm,,,50.0,45.0,5.09,5.42,97611.0,18951.0,0.194,41751.0,50524.0,24287.0,82.0,0.765,1.88,0.86,0.9,1.4,1.31,0.28,10,1.0,0.017460636523177447,0.00663,0.001814,385.15478465060653,51469.74432032559,1.221136,10.080147,0,1,0.083882,0.000112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
