ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_z,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_z,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AAOI,9.341149019217534e-11,0.0,1,0,9.341149019217534e-11,1,50.0,3.03003,3.03003,,1,0,0,0.0,0.0,9.341149019217534e-11,0.0,1,0,1091033.0,0.0,4.813263692117809e-12,0.0,1,0,9.341149019217534e-11,LONG,9.341149019217534e-11,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,11360185606.0,9.6e-05,0.0,,,,,0.0,0.0,0.051528,0.0,0.0,0.0,8.222708099314777e-17,0.0,0.26695068719288323,0.129023396862814,0.4193,0.0,1.6502,0.0,0.0,0.6,0.0,0.4943,0.0,0.196,0.0,0.0,0.6,0.0,0.5114244553021647,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-1.8909202878566589,1,0.0,2908800.0,1091033.0,0.0,0.0,0.0
AMD,0.0,1022762.1514753376,0,2,2045524.3029506751,2,30.0,13.575978,,13.575978,2,0,0,0.0,0.0,0.0,844448.2074093792,0,2,0.0,1667740.0,0.0,260284.8677767999,0,2,-1022762.1514753376,SHORT,0.0,511381.0757376688,0.0,0.174345,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,774315561921.0,0.0,2e-06,,,,,0.0,0.0,0.0,0.254492,0.0,0.0,0.0,0.006604298052191837,0.07942958806704709,0.2550604655825748,0.085,0.0,0.1093,0.0,0.0,0.6,0.0,0.085,0.0068,1.6502,0.1556,0.0,0.6,0.0531,0.06,0.2557250516733972,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,0.0,0.0,0.0,3335480.0,0.0,0.0
ASTH,0.0,3.3564095498205186e-23,0,1,6.712819099641037e-23,1,32.0,49.375,,49.375,1,0,0,0.0,0.0,0.0,3.3564095498205186e-23,0,1,0.0,340897.5,0.0,5.454660771941212e-24,0,1,-3.3564095498205186e-23,SHORT,0.0,3.3564095498205186e-23,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,1921817553.0,0.0,0.000177,2382.0,296530.0,0.0,1.1496222979125215,0.0,0.0,0.0,0.162515,0.0,0.0,0.0,1.7464766853550112e-28,0.2075573833645879,0.5065163738543761,0.9582,0.0,0.5174,0.0,0.0,0.6,0.0,2.815,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.0284273845351606,1,-0.6341018343437367,1,0.0,0.0,0.0,681795.0,0.0,0.0
AVGO,0.00043008234869133886,130736.4653605936,1,2,261472.9315813519,3,30.0,34.811586,8.206186,48.114286,3,0,0,0.0,0.0,0.00043008234869133886,130736.46463880035,1,2,284059.0,648444.5,6.413364982112027e-06,8642.380009540282,0,1,-130736.46493051125,SHORT,0.00043008234869133886,65368.2326802968,0.0,0.0,3.289689280684604e-09,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,1979533968784.0,0.0,0.0,,,,,0.0,0.0,0.014912,0.066105,0.0,0.0,2.172644448003751e-12,0.00033022031301868285,0.2468247581157227,0.27280016647847233,0.2181,0.0,1.6502,0.0,0.0,0.6,0.0,0.3223,0.0,1.6502,0.1556,0.0,0.6,0.0,0.23,0.24555555555555555,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,3587580.0,6572998.0,568118.0,1296889.0,7770286.0,0.0
BE,0.3059655749736326,9.300112610628489e-05,5,2,0.6120383553958608,7,78.285714,3.171848,3.051074,3.473781,7,1,1,6.109395116389938e-06,3.379634117013555e-05,0.30591446511606946,5.920478493614935e-05,5,2,10297148.0,6745214.0,0.13034257080223807,6.868302989743274e-06,1,0,0.3058725738475263,LONG,0.061193114994726516,4.6500563053142446e-05,0.000167,0.363397,99.0,1.0,0.2,0.0,-0.1076923076923077,-0.3076923076923077,91+,0.2,0,0.0,62207120749.0,0.000166,0.000108,,,,,0.0,0.0,0.426032,0.060844,0.0,0.0,9.836995227867095e-09,7.475119004585975e-12,0.34080153297334437,0.3118317500594885,0.3856,0.0,1.6502,0.6222,0.15,0.6,0.0,0.3745,0.0,1.6502,0.1556,0.15,0.6,0.1881,0.5972222222222221,0.5693696269841269,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.416368654189976,1,2326421.0,15205709.0,12002417.0,7278214.0,1038960.0,0.0
BIRK,467227.09743459075,0.0,1,0,934454.1948691815,1,65.0,1842.235294,1842.235294,,1,0,0,0.0,0.0,467227.09743459075,0.0,1,0,1017737.5,0.0,12222.677803196346,0.0,1,0,467227.09743459075,LONG,467227.09743459075,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,6890959918.0,0.000148,0.0,151882.0,2316515.0,6.70084341791654,0.0,2e-06,0.0,0.02616,0.0,0.0,0.0,0.6780290452918445,0.0,0.676516373854376,0.18615829905313935,2.815,1.7,1.6502,0.0,0.0,0.6,0.0,0.7496,0.0,0.512,0.0,0.0,0.6,0.0,0.69,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,3.5,1,-2.1119799858432424,1,0.0,0.0,2035475.0,0.0,0.0,0.0
BMNR,2.0464840966330996e-13,0.0,1,0,4.092968193266199e-13,1,52.0,32.031963,32.031963,,1,1,0,2.0464840966330996e-13,0.0,2.0464840966330996e-13,0.0,1,0,354329.0,0.0,4.8423897514762635e-14,0.0,1,0,2.0464840966330996e-13,LONG,2.0464840966330996e-13,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,10912365467.0,3.2e-05,0.0,,,,,0.0,0.0,0.23662,0.0,0.0,0.0,1.8753808262945888e-19,0.0,0.2642494841411476,0.0787919301701057,0.2423,0.0,1.6502,0.0,0.15,0.6,0.0,0.1381,0.0,0.0498,0.0,0.0,0.6,0.0,0.3586240714508556,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.269001932304345,1,1026112.0,0.0,708658.0,0.0,0.0,0.0
BRUN,3.435813495871738e-12,2.1526518844436433e-38,1,1,3.435813495871738e-12,2,79.5,92.088943,175.2,8.977887,2,0,0,0.0,0.0,3.435813495871738e-12,2.1526518844436433e-38,1,1,613200.0,1166612.0,6.358496257305994e-13,1.4188183106242017e-39,1,0,3.435813495871738e-12,LONG,3.435813495871738e-12,2.1526518844436433e-38,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,593578158.0,0.001033,0.001965,,,,,0.0,0.0,0.185065,0.06591,0.0,0.0,5.788308497483053e-17,3.626568557874131e-43,0.3768336702127824,0.415836933744108,1.5182,0.0,1.6502,0.0,0.0,0.6,0.0,1.9082,0.0,1.6502,0.0,0.0,0.6,0.0,0.52,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.5555785827764113,1,-1.0182942487474258,1,0.0,0.0,613200.0,1166612.0,0.0,0.0
CAH,0.0,1.8563279867545903e-53,0,1,3.7126559735091807e-53,1,85.0,1.067114,,1.067114,1,0,0,0.0,0.0,0.0,1.8563279867545903e-53,0,1,0.0,293228.0,0.0,1.1192489590283906e-53,0,1,-1.8563279867545903e-53,SHORT,0.0,1.8563279867545903e-53,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,55878644409.0,0.0,5e-06,834043.0,903410.0,0.0,0.3245790947631751,0.0,0.0,0.0,0.602937,0.0,0.0,0.0,3.322070544817304e-60,0.15476020653186306,0.30734224076284206,0.5857,0.0,0.3619,0.0,0.0,0.6,0.0,0.8233,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.11505029122592114,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.9200995391702094,1,-1.1587900844303496,1,0.0,0.0,0.0,586456.0,0.0,0.0
CARR,0.0,9.098777432929556e-52,0,1,9.098777432929556e-52,1,56.0,250.375,,250.375,1,0,0,0.0,0.0,0.0,9.098777432929556e-52,0,1,0.0,608000.0,0.0,3.649945883428361e-52,0,1,-9.098777432929556e-52,SHORT,0.0,9.098777432929556e-52,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,52443560126.0,0.0,1.2e-05,255447.0,591350.0,0.0,1.028155914433077,0.0,0.0,0.0,0.401147,0.0,0.0,0.0,1.7349656299208118e-58,0.17630316810667274,0.4600956422270864,0.7801,0.0,0.3829,0.0,0.0,0.6,0.0,2.3508,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.27388152961255496,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.5809579124650577,1,-0.016416284401765343,1,0.0,0.0,0.0,608000.0,0.0,0.0
