ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_z,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_z,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AMAT,0.0006628459750036145,0.0,1,0,0.001325691950007229,1,32.0,,,,1,1,0,0.0006628459750036145,0.0,0.0006628459750036145,0.0,1,0,290665.0,0.0,0.0005530500761529506,0.0,1,0,0.0006628459750036145,LONG,0.0006628459750036145,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,425760744338.0,1e-06,0.0,,,,,0.0,0.0,0.834357,0.0,0.0,0.0,1.5568508459704284e-11,0.0,0.13405680355932428,0.11595483827903078,0.4855,0.0,0.105,0.0,0.15,0.6,0.0,0.5058,0.0,0.0538,0.0,0.0,0.6,0.0,0.075,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.033031559398651,1,1410084.0,738713.0,581330.0,0.0,3290440.0,0.0
AMKR,4.386462215243574e-49,0.0015461603198145238,3,1,0.0015461603198145238,4,54.0,2.989106,3.378687,1.820363,4,1,0,5.35078866241162e-59,0.0,4.2971201857448595e-49,0.0015461603198145238,3,1,2281552.0,771320.0,1.877178866793943e-49,1.1708607282689153e-05,0,1,-0.0015461603198145238,SHORT,1.4621540717478579e-49,0.0015461603198145238,0.020368,0.0,2.8370034847161066e-46,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,16101798769.0,0.000142,4.8e-05,,,,,0.0,0.0,0.422662,0.007573,0.0,0.0,9.08068777112574e-56,9.602407420413612e-10,0.41668364632266686,0.29651378442111875,1.4556,0.0,1.6502,0.3111,0.15,0.6,0.0,0.715,0.0,1.6502,0.0,0.0,0.6,0.0,0.566111111111111,0.31197309215086527,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-1.1952017438974052,1,0.0,0.0,2536553.0,771320.0,0.0,0.0
ARM,0.017669576721971853,0.0,1,0,0.017669576721971853,1,31.0,2.666667,2.666667,,1,0,0,0.0,0.0,0.017669576721971853,0.0,1,0,574532.0,0.0,1.959465264358143e-06,0.0,1,0,0.017669576721971853,LONG,0.017669576721971853,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,276665006073.0,2e-06,0.0,,,,,0.0,0.0,0.000111,0.0,0.0,0.0,6.386632329391745e-10,0.0,0.2800470096066404,0.11526698618537375,0.5503,0.0,1.6502,0.0,0.0,0.6,0.0,0.5028,0.0,0.0498,0.0,0.0,0.6,0.0,0.21151540978098515,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.395580016435618,1,710493.0,1733945.0,574532.0,0.0,0.0,0.0
ASML,0.010445522107049281,4.986564106736302e-12,2,1,0.020891044124652938,3,43.0,10.880208,10.880208,,3,2,0,0.010445522107049281,0.0,0.010445522012617094,4.986564106736302e-12,2,1,1215305.0,725520.0,0.005686500279076391,4.49946627505626e-12,1,0,0.010445522102062718,LONG,0.005222761053524641,4.986564106736302e-12,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,677213524995.0,2e-06,1e-06,,,,,0.0,0.0,0.544396,0.902318,0.0,0.0,7.712133412520373e-11,7.363355755148451e-20,0.29138781942548186,0.07527364739509626,0.2082,0.0,1.6502,0.1556,0.3,0.6,0.0,0.1029,0.0,0.0498,0.0,0.0,0.6,0.0,0.2797376093365407,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-3.5,1,2157426.0,1205386.0,1599970.0,725520.0,0.0,0.0
BE,0.0,895688.9953477448,0,2,895758.6605564058,2,58.0,11.434218,,11.434218,2,0,0,0.0,0.0,0.0,895619.3301390838,0,2,0.0,2248071.5,0.0,1199.45951120832,0,1,-895688.9953477448,SHORT,0.0,447844.4976738724,0.0,7.8e-05,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,52590826755.0,0.0,4.3e-05,,,,,0.0,0.0,0.0,0.001373,0.0,0.0,0.0,0.08515639044052378,0.09362017084422157,0.30625340659777256,0.2019,0.0,0.1343,0.0,0.0,0.6,0.0,0.3311,0.3257,1.6502,0.1556,0.0,0.6,0.0,0.06,0.42572991038860103,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.5691281109223683,1,858211.0,4920857.0,0.0,2577849.0,0.0,0.0
BNO,17.59945288415724,2.2250277344144116e-07,1,1,17.599453106660015,2,35.5,4.704203,5.0187,4.389706,2,0,0,0.0,0.0,17.59945288415724,2.2250277344144116e-07,1,1,2469267.0,500520.0,7.598155717823477,1.9528724069677837e-07,1,0,17.599452661654468,LONG,17.59945288415724,2.2250277344144116e-07,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,215640000.0,0.011451,0.002321,,,,,0.0,0.0,0.431727,0.877685,0.0,0.0,0.0008161497349358764,1.0318251411678777e-11,0.3748251229064912,0.309162811838868,1.4981,0.0,1.6502,0.0,0.0,0.6,0.0,0.8415,0.0,1.6502,0.0,0.0,0.6,0.0,0.52,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-1.2629585044310667,1,0.0,0.0,2469267.0,500520.0,0.0,0.0
CAPR,0.0,0.021314237476361107,0,2,0.021314237476361107,2,47.5,2.388963,,2.388963,2,0,1,0.0,6.178859064601562e-08,0.0,0.02131417568777046,0,2,0.0,2254739.0,0.0,0.0005697225094004702,0,1,-0.021314237476361107,SHORT,0.0,0.010657118738180553,0.0,3e-06,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,1140864292.0,0.0,0.001976,2785685.0,23060006.0,0.0,0.09777703440320007,0.0,0.0,0.0,0.02673,0.0,0.0,0.0,9.341267680048095e-08,0.18947026843043038,0.5370719294099315,0.8356,0.0,0.4591,0.0,0.0,0.6,0.0,2.815,0.0,1.6502,0.1556,0.15,0.6,0.0,0.06,0.5090050395555555,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.8390062619054823,1,-1.08082652346882,1,0.0,0.0,0.0,2254739.0,0.0,0.0
CAT,651808.0787305248,0.0,1,0,651808.0787305248,1,81.0,9.5625,9.5625,,1,0,0,0.0,0.0,651808.0787305248,0.0,1,0,901348.0,0.0,248623.72805136372,0.0,1,0,651808.0787305248,LONG,651808.0787305248,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,409381944117.0,2e-06,0.0,,,,,1e-06,0.0,0.381437,0.0,0.0,0.0,0.015921759327622916,0.0,0.2599203523691358,0.09110938961984857,0.3032,0.0459,1.6502,0.0,0.0,0.6,0.0,0.2613,0.0,0.0498,0.0,0.0,0.6,0.0,0.23877031414252456,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-1.9933980133094182,1,0.0,0.0,901348.0,0.0,0.0,0.0
CBRS,9.740530994065118,0.0,2,0,9.740530994065118,2,47.5,3.201388,3.201388,,2,1,0,9.740530993963448,0.0,9.740530993963448,0.0,2,0,1618705.0,0.0,4.232103613297178,0.0,1,0,9.740530994065118,LONG,4.870265497032559,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,18344963035.0,8.8e-05,0.0,,,,,0.0,0.0,0.434484,0.0,0.0,0.0,2.6548243720855006e-06,0.0,0.3110928703017023,0.11156175761345472,0.5552,0.0,1.6502,0.1556,0.15,0.6,0.0,0.1903,0.0,0.3253,0.0,0.0,0.6,0.0,0.5242909920026839,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.4664875521555194,1,844434.0,0.0,1618705.0,0.0,5534000.0,0.0
CCJ,3.6007392631846364e-12,0.0,2,0,7.2014785263688745e-12,2,41.0,1048.05,1048.05,,2,0,0,0.0,0.0,3.6007392631842386e-12,0.0,2,0,1008705.0,0.0,8.544749082636549e-14,0.0,1,0,3.6007392631846364e-12,LONG,1.8003696315923182e-12,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,38259337947.0,2.6e-05,0.0,,,,,0.0,0.0,0.023731,0.0,0.0,0.0,4.70569991066322e-19,0.0,0.3036694666948312,0.12429545911085481,0.631,0.0,1.6502,0.1556,0.0,0.6,0.0,0.2753,0.0,0.3677,0.0,0.0,0.6,0.0,0.33943304219720266,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-2.495990376468271,1,-2.3777516700858308,1,0.0,0.0,1432005.0,0.0,0.0,0.0
