ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium
AAPL,13.253623412012999,6.660953210871334,1,1,26.575529833755667,2,36.0,7.405039,5.422481,9.387597,2,1,0,13.253623412012999,0.0,13.253623412012999,6.660953210871334,1,1,1177745.0,583250.0,7.534214424888321,3.79173904723587,0,0,6.592670201141665,LONG,13.253623412012999,6.660953210871334,0.0,0.0,1.9897487630421689,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,4114515909840.0,0.0,0.0,,,,,0.0,0.0,0.568465,0.569249,0.0,0.0,3.221186575148859e-08,1.6188911057413695e-08,0.2600227569758073,0.24151877656138415,0.1502,0.0,1.7,0.0,0.15,0.6,0.0,0.1152,0.0,1.7,0.0,0.0,0.6,0.0,0.245,0.23,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,3487455.0,10225926.0,1177745.0,1166500.0,36515592.0,0.0
ADBE,0.030844351129956673,0.0,1,0,0.030844351129956673,1,115.0,5.048544,5.048544,,1,0,0,0.0,0.0,0.030844351129956673,0.0,1,0,560164.0,0.0,0.0173800196818111,0.0,0,0,0.030844351129956673,LONG,0.030844351129956673,0.0,0.0,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,101336982000.0,6e-06,0.0,,,,,0.0,0.0,0.563475,0.0,0.0,0.0,3.0437408457611923e-09,0.0,0.22769997123615043,0.0651120369300695,0.2341,0.0,1.7,0.0,0.0,0.3429,0.0,0.3083,0.0,0.0,0.0,0.0,0.3429,0.0,0.2247957435906624,0.03428571428571428,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,560164.0,0.0,0.0,0.0
ALAB,0.0007593404796631068,0.0,1,0,0.0015186809593262136,1,52.0,2.082902,2.082902,,1,0,0,0.0,0.0,0.0007593404796631068,0.0,1,0,312000.0,0.0,0.00010225445156645984,0.0,0,0,0.0007593404796631068,LONG,0.0007593404796631068,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,34499075468.0,9e-06,0.0,,,,,0.0,0.0,0.134662,0.0,0.0,0.0,2.2010458812655474e-10,0.0,0.23627449228435948,0.13168859671016658,0.6864,0.0,1.0764,0.0,0.0,0.6,0.0,0.7169,0.0,0.0,0.0,0.0,0.6,0.0,0.19999394884441538,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,624000.0,0.0,696430.0,2604000.0
AMAT,0.0,780557.9431618879,0,1,780557.9431618879,1,32.0,9.238095,,9.238095,1,0,1,0.0,780557.9431618879,0.0,780557.9431618879,0,1,0.0,1277285.0,0.0,519467.2377470653,0,0,-780557.9431618879,SHORT,0.0,780557.9431618879,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,308777727052.0,0.0,4e-06,,,,,0.0,2e-06,0.0,0.665508,0.0,0.0,0.0,0.02527895877122113,0.06850054691789333,0.26298188529513955,0.085,0.0,0.0,0.0,0.0,0.6,0.0,0.095,0.0848,1.7,0.0,0.15,0.6,0.0,0.06,0.26590472694109035,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,1147211.0,0.0,1277285.0,0.0,0.0
AMKR,0.0,1.9947133015525487,0,1,3.9894266031050973,1,78.0,10.133858,,10.133858,1,0,0,0.0,0.0,0.0,1.9947133015525487,0,1,0.0,283145.0,0.0,0.19618468234715739,0,0,-1.9947133015525487,SHORT,0.0,1.9947133015525487,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,17621257305.0,0.0,1.6e-05,,,,,0.0,0.0,0.0,0.098352,0.0,0.0,0.0,1.1319926081475199e-06,0.14104095897297508,0.31845667971829855,0.8104,0.0,0.0,0.0,0.0,0.6,0.0,0.8846,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.2887769184739585,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,566290.0,533600.0,0.0
APLD,0.0,2.0038630792331915e-10,0,2,2.0038630792331915e-10,2,58.0,3.667143,,3.667143,2,0,0,0.0,0.0,0.0,1.1533923358200904e-10,0,2,0.0,1222290.0,0.0,6.090288797397924e-11,0,0,-2.0038630792331915e-10,SHORT,0.0,1.0019315396165957e-10,0.0,0.424416,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,9587568033.0,0.0,0.000127,,,,,0.0,0.0,0.0,0.303927,0.0,0.0,0.0,1.0450319999482562e-16,0.0897241808076234,0.2993413588075321,0.2972,0.0,0.0,0.0,0.0,0.6,0.0,0.3061,0.0,1.7,0.1556,0.0,0.6,0.2317,0.06,0.558728126984127,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,629000.0,0.0,1222290.0,0.0,0.0
ASML,0.0,1.295314820866389e-09,0,1,1.295314820866389e-09,1,57.0,1.451613,,1.451613,1,0,0,0.0,0.0,0.0,1.295314820866389e-09,0,1,0.0,736398.0,0.0,3.6935631643501834e-10,0,0,-1.295314820866389e-09,SHORT,0.0,1.295314820866389e-09,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,549998716308.0,0.0,1e-06,,,,,0.0,0.0,0.0,0.285148,0.0,0.0,0.0,2.3551233529443567e-17,0.07884831404727177,0.15269930895201594,0.1885,0.0,0.0,0.0,0.0,0.6,0.0,0.2799,0.0,0.6471,0.0,0.0,0.6,0.0,0.06,0.124709684,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,10081252.0,962724.0,0.0,736398.0,0.0,0.0
AXSM,0.0,2.3569247859685353e-20,0,1,4.7138495719370706e-20,1,32.0,3.472222,,3.472222,1,0,0,0.0,0.0,0.0,2.3569247859685353e-20,0,1,0.0,940000.0,0.0,4.486833413518116e-21,0,0,-2.3569247859685353e-20,SHORT,0.0,2.3569247859685353e-20,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,10564688777.0,0.0,8.9e-05,6028694.0,742586.0,0.0,1.2658466494116507,0.0,0.0,0.0,0.190368,0.0,0.0,0.0,2.230945781478874e-26,0.14159570152508888,0.4779271120355208,0.816,0.0,0.0,0.0,0.0,0.6,0.0,2.4793,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.4959872986260469,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,1880000.0,0.0,0.0
AXTI,745429.852971573,3373714.656971428,2,2,4864574.362914573,4,74.0,,,,4,2,1,745429.852971573,2484592.0673644096,474352.94196622865,2484592.0673644096,2,2,895460.0,4251240.0,436327.27470122295,2149836.001960261,2,2,-2628284.803999855,SHORT,372714.9264857865,1686857.328485714,0.363652,0.263544,0.22095225256564607,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,31-90,0.5,0,0.0,5335065504.0,0.000168,0.000797,,,,,8.2e-05,0.000403,0.585336,0.637231,0.0,0.0,0.6986135900418488,3.1618305852495756,0.3491653933083221,0.3475795930584684,0.5478,1.7,0.0,0.1556,0.3,0.6,0.1883,0.7534,1.7,0.0,0.1556,0.15,0.6,0.1168,0.5843878412698413,0.5622372698412698,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1790920.0,4251240.0,0.0,0.0
BTDR,0.0,1.9766367547349894e-18,0,1,1.9766367547349894e-18,1,31.0,1538.615385,,1538.615385,1,0,0,0.0,0.0,0.0,1.9766367547349894e-18,0,1,0.0,3433092.0,0.0,1.122588855949414e-18,0,0,-1.9766367547349894e-18,SHORT,0.0,1.9766367547349894e-18,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,2788936675.0,0.0,0.001231,,,,,0.0,0.0,0.0,0.567929,0.0,0.0,0.0,7.087420709310259e-24,0.13768239020401823,0.5114994530821066,0.7768,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,3433092.0,0.0,0.0
