ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bearish_score_raw,checks_passed,checks_failed
INSM,270997.9764134654,1.179324534779388e-22,1,1,270997.9764134654,2,67.5,43.178459,83.666667,2.690252,2,0,0,0.0,0.0,270997.9764134654,1.179324534779388e-22,1,1,565000.0,757890.0,31717.408415143633,3.3455256491441303e-23,0,0,270997.9764134654,LONG,270997.9764134654,1.179324534779388e-22,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,1,0.5,22759007355.0,2.5e-05,3.3e-05,3659277.0,1388826.0,0.15440208543928213,0.5457055095454723,1e-06,0.0,0.117039,0.283682,0.0,0.0,0.11907284539539857,5.181792493776309e-29,0.43461254334662036,4.35266826825542,1.5897,0.4564,1.7,0.0,0.0,0.6,0.0,2.2633,0.0,1.4894,0.0,0.0,0.6,0.0,0.3661337273865959,0.32576480775317024,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,611280.0,0.0,565000.0,757890.0,0.0,0.0,0.435266826825542,none,none
VICR,0.0,529869.4851813234,0,1,529869.4851813234,1,105.0,1.8875,,1.8875,1,0,0,0.0,0.0,0.0,529869.4851813234,0,1,0.0,724798.0,0.0,220567.1975152815,0,1,-529869.4851813234,SHORT,0.0,529869.4851813234,0.0,0.0,0.0,0.7,0.0,1.0,-0.3076923076923077,0.6923076923076923,91+,0.0,0,0.0,8849936483.0,0.0,8.2e-05,,,,,0.0,2.5e-05,0.0,0.416267,0.0,0.0,0.0,0.5987268792258104,0.11357094272440126,4.275328046911345,0.7929,0.0,0.0,0.0,0.0,0.3429,0.0,1.289,1.7,0.9435,0.0,0.0,0.3429,0.0,0.03428571428571428,0.5486031862399563,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,724798.0,0.0,0.0,0.4275328046911345,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned"
MTSI,0.0,195605.45709156498,0,1,391210.91418312996,1,105.0,63.0,,63.0,1,0,0,0.0,0.0,0.0,195605.45709156498,0,1,0.0,277190.0,0.0,104368.21316309898,0,1,-195605.45709156498,SHORT,0.0,195605.45709156498,0.0,0.0,0.0,0.7,0.0,1.0,-0.3076923076923077,0.6923076923076923,91+,0.0,0,0.0,26281605270.0,0.0,1.1e-05,11086435.0,537467.0,0.0,0.5157339892495725,0.0,4e-06,0.0,0.533565,0.0,0.0,0.0,0.07442675402892732,0.11022786818411096,4.046987096444879,0.7594,0.0,0.0,0.0,0.0,0.3429,0.0,1.7206,0.2836,1.7,0.0,0.0,0.3429,0.0,0.03428571428571428,0.27271629620444426,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,554380.0,0.0,0.0,0.40469870964448795,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
MRVL,464.18441582324294,214.5690725065981,4,6,1253.954958044602,10,67.9,14.872732,13.36178,15.880033,10,3,1,360.63239720816296,7.416652004245579e-12,272.81062888983314,77.77075879903776,4,6,6338170.0,2894063.0,276.15635571100427,25.340108796695166,0,0,249.61534331664484,LONG,116.04610395581074,35.761512084433015,0.41228,0.637549,2.163333281915403,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.75,0,0.0,139896743000.0,4.5e-05,2.1e-05,,,,,0.0,0.0,0.654919,0.118098,0.0,0.0,8.295125495224055e-06,2.556279103969777e-06,0.39176162705792666,3.959019571070564,0.4779,0.0,1.7,0.4667,0.45,0.6,0.2231,0.3473,0.0,1.7,0.7778,0.15,0.6,0.384,0.49746816399501326,0.4378640499306016,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1226762.0,993474.0,11963316.0,5788126.0,702965.0,0.0,0.3959019571070564,none,none
MDB,0.0,610832.8300635555,0,1,1221665.660127111,1,105.0,6.033333,,6.033333,1,0,0,0.0,0.0,0.0,610832.8300635555,0,1,0.0,901411.0,0.0,203684.37446814246,0,1,-610832.8300635555,SHORT,0.0,610832.8300635555,0.0,0.0,0.0,0.7,0.0,1.0,-0.3076923076923077,0.6923076923076923,91+,0.0,0,0.0,23582026612.0,0.0,3.8e-05,,,,,0.0,9e-06,0.0,0.333454,0.0,0.0,0.0,0.259024739524603,0.11104502299086008,3.8464548818710877,0.7676,0.0,0.0,0.0,0.0,0.3429,0.0,0.847,0.9566,1.7,0.0,0.0,0.3429,0.0,0.03428571428571428,0.43243793132650343,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,1802822.0,0.0,0.0,0.38464548818710875,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned"
HPQ,0.0,3.8172882764298846e-25,0,1,3.8172882764298846e-25,1,32.0,10.056381,,10.056381,1,0,0,0.0,0.0,0.0,3.8172882764298846e-25,0,1,0.0,640000.0,0.0,9.69528758836425e-26,0,0,-3.8172882764298846e-25,SHORT,0.0,3.8172882764298846e-25,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,19196408677.0,0.0,3.3e-05,,,,,0.0,0.0,0.0,0.253984,0.0,0.0,0.0,1.9885429304302807e-31,0.10548265292806773,3.8185315500901504,0.4548,0.0,0.0,0.0,0.0,0.6,0.0,1.5185,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.34682767175317025,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,640000.0,0.0,0.0,0.38185315500901507,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
CVNA,0.0,114.17019460863838,0,2,114.17019460863838,2,74.0,51.693106,,51.693106,2,0,2,0.0,114.17019460863838,0.0,90.50323509842,0,2,0.0,13728795.0,0.0,59.50278413900498,0,0,-114.17019460863838,SHORT,0.0,57.08509730431919,0.0,0.207295,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,57303070800.0,0.0,0.00024,,,,,0.0,0.0,0.0,0.521176,0.0,0.0,0.0,9.961961288873753e-06,0.1153020773618372,3.7975961564801453,0.553,0.0,0.0,0.0,0.0,0.6,0.0,0.9654,0.0,1.7,0.1556,0.3,0.6,0.0766,0.06,0.5732194841269842,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,770492.0,5341736.0,0.0,13728795.0,0.0,3065242.0,0.3797596156480145,"momentum_aligned, not_extended, resistance_ema_confluence, room_to_target","confirmation_volume, trend_aligned"
AMZN,24.349101702685516,19.996521884843357,3,5,64.34214547237222,8,32.0,9.410983,7.17842,10.75052,8,0,0,0.0,0.0,8.784030508398928,4.25081055373252,3,5,3660650.0,2881632.0,14.025825421357585,11.266302247502237,0,0,4.352579817842159,LONG,8.116367234228505,3.9993043769686714,0.639246,0.787423,1.21766684440964,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,2917005365760.0,1e-06,1e-06,,,,,0.0,0.0,0.576031,0.563413,0.0,0.0,2.782431369341639e-08,1.3710308605917452e-08,0.33702053354624445,3.6806048834895133,0.3739,0.0,1.7,0.3111,0.0,0.6,0.3852,0.2674,0.0,1.7,0.6222,0.0,0.6,0.491,0.29962868253968256,0.34132386507936513,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,8740496.0,3660650.0,5763264.0,1553894.0,0.0,0.36806048834895133,none,none
EEM,0.0,12987.464597250499,0,1,12987.464597250499,1,72.0,6.393985,,6.393985,1,0,0,0.0,0.0,0.0,12987.464597250499,0,1,0.0,6450000.0,0.0,3102.0881505274097,0,0,-12987.464597250499,SHORT,0.0,12987.464597250499,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,29671685716.0,0.0,0.000217,,,,,0.0,0.0,0.0,0.238852,0.0,0.0,0.0,0.004377056538532696,0.11332787870592873,3.598552275107882,0.5333,0.0,0.0,0.0,0.0,0.6,0.0,1.2986,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,544782.0,0.0,6450000.0,0.0,0.0,0.3598552275107882,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
BE,0.0,2003588.6049880933,0,1,4007177.2099761865,1,41.0,2.771539,,2.771539,1,0,1,0.0,2003588.6049880933,0.0,2003588.6049880933,0,1,0.0,2691453.0,0.0,594735.0528897333,0,1,-2003588.6049880933,SHORT,0.0,2003588.6049880933,0.0,0.0,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,1.0,0,0.0,73568562020.0,0.0,3.7e-05,,,,,0.0,8e-06,0.0,0.296835,0.0,0.0,0.0,0.2723430430029891,0.08572892177902645,3.5810012379847427,0.2573,0.0,0.0,0.0,0.0,0.6,0.0,0.2851,1.0013,1.5446,0.0,0.15,0.6,0.0,0.06,0.4589965836966331,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,5382906.0,0.0,0.0,0.3581001237984743,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned
