ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_z,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_z,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bearish_score_raw,checks_passed,checks_failed
LQDA,0.0,8.95442913624764e-06,0,1,8.95442913624764e-06,1,66.0,76.02,,76.02,1,0,0,0.0,0.0,0.0,8.95442913624764e-06,0,1,0.0,1681990.0,0.0,3.393748412914398e-07,0,1,-8.95442913624764e-06,SHORT,0.0,8.95442913624764e-06,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,5493088675.0,0.0,0.000306,,,,,0.0,0.0,0.0,0.0379,0.0,0.0,0.0,1.630126449077875e-11,0.143939869441627,4.658057424290473,0.6395,0.0,0.1999,0.0,0.0,0.6,0.0,2.4079,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-1.5575790318746958,1,0.0,0.0,0.0,1681990.0,0.0,2497350.0,0.4658057424290473,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned"
GFS,7.512249089409085e-15,2.4224241078971076e-14,1,1,3.9248739257789245e-14,2,44.0,1096.166667,1238.0,954.333333,2,0,0,0.0,0.0,7.512249089409085e-15,2.4224241078971076e-14,1,1,396815.5,1279650.0,5.299077102126305e-15,1.75645976944013e-14,1,1,-1.671199198956199e-14,SHORT,7.512249089409085e-15,2.4224241078971076e-14,0.0,0.0,0.3101128768046494,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,39351343729.0,1e-05,3.3e-05,12606555.0,1701169.0,0.03147691815884673,0.7522180335992485,0.0,0.0,0.705392,0.725084,0.0,0.0,1.9090197125525163e-21,6.155886631418638e-21,0.3350964354726121,4.479668216286075,1.1008,0.0,1.6502,0.0,0.0,0.6,0.0,2.2295,0.0,1.6502,0.0,0.0,0.6,0.0,0.2662331240351296,0.34682767175317025,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.1692629632719274,1,-0.9201356209241177,1,0.0,0.0,793631.0,1279650.0,8733840.0,747510.0,0.44796682162860746,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
RGTI,0.0,207379.3389783656,0,1,414758.6779567312,1,92.0,4.020093,,4.020093,1,0,0,0.0,0.0,0.0,207379.3389783656,0,1,0.0,501756.0,0.0,88690.14322936982,0,1,-207379.3389783656,SHORT,0.0,207379.3389783656,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,5610891862.0,0.0,8.9e-05,40540347.0,12446347.0,0.0,0.04031351528283761,0.0,1.6e-05,0.0,0.427671,0.0,0.0,0.0,0.36960138259454056,0.08817548095389433,3.8439845789448714,0.4605,0.0,0.0784,0.0,0.0,0.3429,0.0,0.537,1.3139,1.6502,0.0,0.0,0.3429,0.0,0.03428571428571428,0.6016673216916392,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.4226719153513194,1,0.0,0.0,0.0,1003512.0,0.0,0.0,0.3843984578944871,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned"
FCEL,0.0,37.22212347377168,0,1,74.44424694754336,1,60.0,1.830255,,1.830255,1,0,0,0.0,0.0,0.0,37.22212347377168,0,1,0.0,446490.0,0.0,0.03604533011745372,0,1,-37.22212347377168,SHORT,0.0,37.22212347377168,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,1071212451.0,0.0,0.000417,29951238.0,1919057.0,0.0,0.23266114555221654,0.0,0.0,0.0,0.000968,0.0,0.0,0.0,0.00034747657608930917,0.20490069755302825,3.759976873706687,0.9294,0.0,0.5196,0.0,0.0,0.6,0.0,1.5098,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.44045734,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.460518625224693,1,-0.8193039183468239,1,0.0,0.0,0.0,892980.0,0.0,0.0,0.3759976873706687,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
FORM,1.9309685137427656e-07,1.490373019712833e-07,1,1,4.911714553168432e-07,2,67.0,3.228196,5.145833,1.310559,2,0,0,0.0,0.0,1.9309685137427656e-07,1.490373019712833e-07,1,1,620000.0,463000.0,8.599780708557274e-08,1.1296346433787432e-07,1,1,4.405954940299325e-08,LONG,1.9309685137427656e-07,1.490373019712833e-07,0.0,0.0,1.2956276638145443,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,9768512479.0,6.3e-05,4.7e-05,,,,,0.0,0.0,0.445361,0.757954,0.0,0.0,1.9767272836001311e-13,1.5256908591935403e-13,0.3807631218981825,3.6527232532281326,1.5575,0.0,1.6502,0.0,0.0,0.6,0.0,1.4026,0.0,1.6502,0.0,0.0,0.6,0.0,0.43316634716563585,0.2744286123468572,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.2853681222124176,1,-1.3218477657246008,1,0.0,0.0,620000.0,926000.0,0.0,0.0,0.3652723253228133,none,none
ZM,0.0,333716.3500287437,0,2,667432.7000574874,2,75.0,3.805836,,3.805836,2,0,0,0.0,0.0,0.0,323948.81073051377,0,2,0.0,969596.0,0.0,148153.98206699753,0,1,-333716.3500287437,SHORT,0.0,166858.17501437184,0.0,0.029269,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,26442719107.0,0.0,3.7e-05,17272152.0,9065825.0,0.0,0.1069506636185896,0.0,6e-06,0.0,0.443952,0.0,0.0,0.0,0.06310174620816533,0.15396621254685877,3.5812962182539114,0.7062,0.0,0.2335,0.0,0.0,0.6,0.0,0.937,0.2386,1.6502,0.1556,0.0,0.6,0.0,0.06,0.39881909047723557,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-1.5383567594524508,1,0.0,0.0,0.0,1939192.0,1007500.0,3120973.0,0.35812962182539115,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned
INFQ,0.0,3.1293259146188225e-30,0,1,3.1293259146188225e-30,1,57.0,1.723404,,1.723404,1,0,0,0.0,0.0,0.0,3.1293259146188225e-30,0,1,0.0,570000.0,0.0,1.6300008198755292e-30,0,1,-3.1293259146188225e-30,SHORT,0.0,3.1293259146188225e-30,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,2439441241.0,0.0,0.000234,17160876.0,2232879.0,0.0,0.2552758120793827,0.0,0.0,0.0,0.520879,0.0,0.0,0.0,1.2828043824232545e-35,0.1701384992989111,3.5746870631054013,0.7584,0.0,0.343,0.0,0.0,0.6,0.0,1.3245,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.43319147199999997,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-0.9606815985582489,1,0.0,0.0,0.0,570000.0,0.0,856240.0,0.3574687063105401,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned"
XOP,0.0,0.0009952343931310078,0,1,0.0009952343931310078,1,36.0,10.311456,,10.311456,1,0,0,0.0,0.0,0.0,0.0009952343931310078,0,1,0.0,9667715.0,0.0,0.00041845283625612764,0,1,-0.0009952343931310078,SHORT,0.0,0.0009952343931310078,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,174.702043,0.0,0.0,,,,,0.0,0.0,0.0,0.420457,0.0,0.0,0.0,0.0,0.20662966237571564,3.411481205117017,0.9787,0.0,0.4876,0.0,0.0,0.6,0.0,1.45,0.0,1.3615,0.0,0.0,0.6,0.0,0.06,0.23,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,-0.6745,3,0.0,3,0.0,0.0,0.0,9667715.0,817959.0,0.0,0.3411481205117017,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned
SATS,0.0,471431.31238205277,0,1,471431.31238205277,1,92.0,39.5,,39.5,1,0,0,0.0,0.0,0.0,471431.31238205277,0,1,0.0,713960.0,0.0,26214.512728418114,0,1,-471431.31238205277,SHORT,0.0,471431.31238205277,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,1,1.0,22470339836.0,0.0,3.2e-05,38272972.0,13406958.0,0.0,0.053252945224412575,0.0,1e-06,0.0,0.055606,0.0,0.0,0.0,0.20980159437854476,0.11377188661688002,3.374911689007253,0.5389,0.0,0.2559,0.0,0.0,0.3429,0.0,0.5946,0.7873,1.6502,0.0,0.0,0.3429,0.0,0.03428571428571428,0.39664004243716033,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.202307961217008,1,0.0,0.0,0.0,713960.0,0.0,0.0,0.3374911689007253,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target",trend_aligned
ANET,4.675994218540847e-13,96783.11650420398,1,3,193566.23300840796,4,71.5,34.808899,43.862573,31.791007,4,0,1,0.0,96783.11650420398,4.675994218540847e-13,96783.11650420398,1,3,1582529.5,1602600.0,1.8275534940919614e-14,34129.47901530178,0,1,-96783.11650420398,SHORT,4.675994218540847e-13,32261.03883473466,0.0,0.0,4.831415217278869e-18,1.0,0.0,0.3333333333333333,-0.3076923076923077,0.025641025641025605,31-90,0.3333,0,0.0,176905372291.0,9e-06,9e-06,,,,,0.0,0.0,0.039084,0.352639,0.0,0.0,2.643217759859256e-20,0.0018236325113782838,0.2864266523557451,3.2997717614458826,0.6141,0.0,1.6502,0.0,0.0,0.6,0.0,0.5885,0.0,1.6502,0.3111,0.15,0.6,0.0,0.26235661284441536,0.3084677239555265,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.031293088557691,1,0.0,1952882.0,3165059.0,1880990.0,3369078.0,1064980.0,0.32997717614458827,none,none
