ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bearish_score_raw,checks_passed,checks_failed
GFS,612.812946046025,1976.096425238601,1,2,3201.722317330651,3,46.333333,732.864979,1238.0,480.297468,3,0,0,0.0,0.0,612.812946046025,1976.0964212784168,1,2,396815.5,1976631.0,432.2730798233543,1432.834925961499,0,0,-1363.283479192576,SHORT,612.812946046025,988.0482126193004,0.0,0.0,0.31011287618317096,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,40190735297.0,1e-05,4.9e-05,3906277.0,493492.0,0.10158406585093684,4.005396237426341,0.0,0.0,0.705392,0.725084,0.0,0.0,0.00015247617181359901,0.00024583979499699584,0.3548853371997831,5.121154964992569,1.2489,0.0,1.7,0.0,0.0,0.6,0.0,2.6656,0.0,1.7,0.1556,0.0,0.6,0.0,0.2662331240351296,0.4106023921863354,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,793631.0,1976631.0,0.0,747510.0,0.5121154964992569,"confirmation_volume, momentum_aligned, room_to_target, volume_capitulation_reversal","not_extended, trend_aligned"
NTRA,6582.1918433139745,3.5465357342739954e-27,1,1,6582.1918433139745,2,54.0,56.314867,8.064516,104.565217,2,0,0,0.0,0.0,6582.1918433139745,3.5465357342739954e-27,1,1,2721600.0,2212470.0,2506.28293068641,1.512529157315436e-27,0,0,6582.1918433139745,LONG,6582.1918433139745,3.5465357342739954e-27,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,2,1.0,30484974563.0,8.9e-05,7.3e-05,6007966.0,1163470.0,0.4529985689000237,1.9016132775232708,0.0,0.0,0.380767,0.426481,0.0,0.0,0.0021591593687281157,1.1633717216803818e-33,0.5114994530821066,5.1149945308210665,2.815,0.0,1.7,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.4959872986260469,0.45844018175343537,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,2721600.0,2212470.0,0.0,2581000.0,0.5114994530821066,none,none
AXTI,71668.20920027852,693543.2662883933,4,3,836879.6846889503,7,69.714286,17.757143,21.178571,10.914286,7,4,1,71668.20920027852,497.8547203369078,42874.23646785601,692867.2519884584,4,3,2890969.0,5752499.0,30334.67928178311,458969.35947518627,0,0,-621875.0570881148,SHORT,17917.05230006963,231181.08876279776,0.401768,0.000975,0.10333632043437217,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.3333,0,0.0,5825780383.0,0.000496,0.000987,,,,,5e-06,7.9e-05,0.423265,0.661775,0.0,0.0,0.03075476781162698,0.3968242425296343,0.42789420007546985,4.872877368210189,0.5893,0.1074,1.7,0.4667,0.6,0.6,0.2155,0.7143,1.3975,1.7,0.3111,0.15,0.6,0.0,0.6589628046969066,0.7058600935829811,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,5781938.0,5752499.0,554010.0,0.0,0.48728773682101895,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned"
INDV,0.0,0.002318205693906493,0,1,0.004636411387812986,1,113.0,294.294118,,294.294118,1,0,0,0.0,0.0,0.0,0.002318205693906493,0,1,0.0,817000.0,0.0,0.0009717416990788418,0,0,-0.002318205693906493,SHORT,0.0,0.002318205693906493,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,5078899478.0,0.0,0.000161,1873611.0,238264.0,0.0,3.428969546385522,0.0,0.0,0.0,0.419178,0.0,0.0,0.0,4.564385855534534e-09,0.1275411395455956,4.8578516736782085,0.9326,0.0,0.0,0.0,0.0,0.3429,0.0,2.815,0.0,1.7,0.0,0.0,0.3429,0.0,0.03428571428571428,0.4942857142857142,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,1634000.0,0.0,0.0,0.48578516736782085,"confirmation_volume, engulfing_at_resistance, momentum_aligned, not_extended, room_to_target",trend_aligned
NAMS,0.0,4.951566850934505e-06,0,1,4.951566850934505e-06,1,115.0,333.333333,,333.333333,1,0,0,0.0,0.0,0.0,4.951566850934505e-06,0,1,0.0,815040.0,0.0,2.4430735034586506e-06,0,0,-4.951566850934505e-06,SHORT,0.0,4.951566850934505e-06,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,3622854309.0,0.0,0.000225,47036.0,1036602.0,0.0,0.7862612651721683,0.0,0.0,0.0,0.493394,0.0,0.0,0.0,1.3667584806360219e-11,0.12470776574985827,4.8578516736782085,0.9042,0.0,0.0,0.0,0.0,0.3429,0.0,2.815,0.0,1.7,0.0,0.0,0.3429,0.0,0.03428571428571428,0.4942857142857142,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,815040.0,0.0,0.0,0.48578516736782085,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned"
MTSI,74.08147813862914,56.99849783486857,1,1,188.07847380836628,2,109.0,129.0,52.875,205.125,2,0,1,0.0,56.99849783486857,74.08147813862914,56.99849783486857,1,1,756848.0,574750.0,31.047461564551604,25.396048911730297,0,0,17.082980303760564,LONG,74.08147813862914,56.99849783486857,0.0,0.0,1.2997093073093258,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,23239458426.0,3.3e-05,2.5e-05,13360428.0,1161370.0,0.056648484614415046,0.4948896561819231,0.0,0.0,0.419099,0.445556,0.0,0.0,3.187745462077884e-05,2.452660332699466e-05,0.48578516736782085,4.669320065779324,2.815,0.0,1.7,0.0,0.0,0.3429,0.0,2.4765,0.0,1.7,0.0,0.15,0.3429,0.0,0.3211133860388845,0.3097809119146807,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,756848.0,1149500.0,0.0,0.0,0.46693200657793243,none,none
LYV,225.51113161314652,4.870375707432499e-19,1,2,225.51113161314652,3,69.0,245.924603,34.0,351.886905,3,0,0,0.0,0.0,225.51113161314652,4.870375706869824e-19,1,2,1283500.0,1920886.0,128.79936390613912,1.6588579098020443e-19,0,0,225.51113161314652,LONG,225.51113161314652,2.4351878537162497e-19,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,2,0.6667,39529508448.0,3.2e-05,4.9e-05,,,,,0.0,0.0,0.571144,0.340602,0.0,0.0,5.704880745223541e-05,6.160430395737588e-26,0.4512816721493728,4.617624489447956,2.2128,0.0,1.7,0.0,0.0,0.6,0.0,2.1621,0.0,1.7,0.1556,0.0,0.6,0.0,0.3436240714508556,0.4106023921863354,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1283500.0,3841772.0,0.0,0.0,0.4617624489447956,none,none
AAL,0.0,672364.197796966,0,1,672364.197796966,1,42.0,2.564457,,2.564457,1,0,1,0.0,672364.197796966,0.0,672364.197796966,0,1,0.0,1148836.0,0.0,44746.876711710975,0,0,-672364.197796966,SHORT,0.0,672364.197796966,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,8558323673.0,0.0,0.000134,,,,,0.0,5e-06,0.0,0.066552,0.0,0.0,0.0,0.7856260448739001,0.07435159685976511,4.51739542396789,0.1435,0.0,0.0,0.0,0.0,0.6,0.0,0.6636,1.7,1.4038,0.0,0.15,0.6,0.0,0.06,0.6753830759999999,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,1148836.0,0.0,0.0,0.451739542396789,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned"
INSM,0.0,1.908056425869517e-21,0,1,1.908056425869517e-21,1,30.0,2.690252,,2.690252,1,0,0,0.0,0.0,0.0,1.908056425869517e-21,0,1,0.0,757890.0,0.0,5.4128032823084395e-22,0,0,-1.908056425869517e-21,SHORT,0.0,1.908056425869517e-21,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,29714593508.0,0.0,2.6e-05,20614298.0,10026312.0,0.0,0.07559010730964685,0.0,0.0,0.0,0.283682,0.0,0.0,0.0,6.421277226477336e-28,0.13300772826949375,4.3852794301359435,0.7301,0.0,0.0,0.0,0.0,0.6,0.0,2.2959,0.0,1.4894,0.0,0.0,0.6,0.0,0.06,0.30281462264164716,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,611280.0,0.0,0.0,757890.0,0.0,0.0,0.4385279430135944,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, room_to_target, trend_aligned",none
TFC,0.0,3.1498902571936605e-23,0,1,6.299780514387321e-23,1,31.0,6.778261,,6.778261,1,0,0,0.0,0.0,0.0,3.1498902571936605e-23,0,1,0.0,381978.0,0.0,2.648827109960755e-23,0,0,-3.1498902571936605e-23,SHORT,0.0,3.1498902571936605e-23,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,63290667170.0,0.0,6e-06,12163264.0,28302.0,0.0,13.496502013991943,0.0,0.0,0.0,0.840927,0.0,0.0,0.0,4.9768637273691425e-30,0.1106876339427944,4.298572619730032,0.5069,0.0,0.0,0.0,0.0,0.6,0.0,1.9986,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.25051002930494815,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,763956.0,0.0,0.0,0.42985726197300317,"momentum_aligned, not_extended, resistance_ema_confluence","confirmation_volume, room_to_target, trend_aligned"
